"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","2","0.0-0.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","","","","","","","",""
"","","","","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","blur","1","3666","blurevent","1","","","","","","","","","","","","",""
"","","","","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","focus","1","5756","focusevent","","","","","","","","","","","","","",""
"instructions","1","7971","0.0-1.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","[{""page_index"":0,""viewing_time"":7969}]","7969","","","","","","","","","","",""
"","","","","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","fullscreenenter","2","11537","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","12516","0.0-2.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","true","","","","","","","","","",""
"instructions","3","33897","0.0-4.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","[{""page_index"":0,""viewing_time"":21380}]","21380","","","","","","","","","","",""
"image-keyboard-response","4","48189","0.0-5.0-0.0-0.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","blurwarn","1","","14291","","","49","","","","","","","",""
"image-keyboard-response","5","49379","0.0-5.0-1.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","930","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"animation","6","49981","0.0-5.0-2.0","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":60},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":153},{""stimulus"":""img/green_ll/4.jpg"",""time"":215},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":308},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":416},{""stimulus"":""img/green_ll/9.jpg"",""time"":463},{""stimulus"":""img/green_ll/10.jpg"",""time"":509},{""stimulus"":""img/green_ll/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","7","51117","0.0-5.0-1.1","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","1136","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","w","",""
"animation","8","51727","0.0-5.0-2.1","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":51},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":162},{""stimulus"":""img/red_lw/4.jpg"",""time"":206},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":363},{""stimulus"":""img/red_lw/8.jpg"",""time"":410},{""stimulus"":""img/red_lw/9.jpg"",""time"":456},{""stimulus"":""img/red_lw/10.jpg"",""time"":503},{""stimulus"":""img/red_lw/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","9","53046","0.0-5.0-1.2","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","1318","","img/red_lw/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
"animation","10","53658","0.0-5.0-2.2","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":52},{""stimulus"":""img/green_lw/2.jpg"",""time"":102},{""stimulus"":""img/green_lw/3.jpg"",""time"":166},{""stimulus"":""img/green_lw/4.jpg"",""time"":213},{""stimulus"":""img/green_lw/5.jpg"",""time"":259},{""stimulus"":""img/green_lw/6.jpg"",""time"":305},{""stimulus"":""img/green_lw/7.jpg"",""time"":351},{""stimulus"":""img/green_lw/8.jpg"",""time"":401},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":501},{""stimulus"":""img/green_lw/11.jpg"",""time"":566}]","[]"
"image-keyboard-response","11","54613","0.0-5.0-1.3","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","954","","img/green_lw/choose11.jpg","1","222","green","0.5","0.5","0.5","w","",""
"animation","12","55217","0.0-5.0-2.3","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","222","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":151},{""stimulus"":""img/green_ww/4.jpg"",""time"":203},{""stimulus"":""img/green_ww/5.jpg"",""time"":265},{""stimulus"":""img/green_ww/6.jpg"",""time"":311},{""stimulus"":""img/green_ww/7.jpg"",""time"":357},{""stimulus"":""img/green_ww/8.jpg"",""time"":403},{""stimulus"":""img/green_ww/9.jpg"",""time"":465},{""stimulus"":""img/green_ww/10.jpg"",""time"":511},{""stimulus"":""img/green_ww/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","13","56234","0.0-5.0-1.4","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","1016","","img/green_ww/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"animation","14","56835","0.0-5.0-2.4","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":50},{""stimulus"":""img/red_ww/2.jpg"",""time"":102},{""stimulus"":""img/red_ww/3.jpg"",""time"":158},{""stimulus"":""img/red_ww/4.jpg"",""time"":204},{""stimulus"":""img/red_ww/5.jpg"",""time"":266},{""stimulus"":""img/red_ww/6.jpg"",""time"":301},{""stimulus"":""img/red_ww/7.jpg"",""time"":359},{""stimulus"":""img/red_ww/8.jpg"",""time"":405},{""stimulus"":""img/red_ww/9.jpg"",""time"":452},{""stimulus"":""img/red_ww/10.jpg"",""time"":514},{""stimulus"":""img/red_ww/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","15","57587","0.0-5.0-1.5","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","751","","img/red_ww/choose11.jpg","1","220","green","0.5","0.5","0.5","l","",""
"animation","16","58201","0.0-5.0-2.5","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","220","","","","","","[{""stimulus"":""img/green_lw/1.jpg"",""time"":51},{""stimulus"":""img/green_lw/2.jpg"",""time"":100},{""stimulus"":""img/green_lw/3.jpg"",""time"":165},{""stimulus"":""img/green_lw/4.jpg"",""time"":211},{""stimulus"":""img/green_lw/5.jpg"",""time"":258},{""stimulus"":""img/green_lw/6.jpg"",""time"":304},{""stimulus"":""img/green_lw/7.jpg"",""time"":350},{""stimulus"":""img/green_lw/8.jpg"",""time"":412},{""stimulus"":""img/green_lw/9.jpg"",""time"":459},{""stimulus"":""img/green_lw/10.jpg"",""time"":506},{""stimulus"":""img/green_lw/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","17","58806","0.0-5.0-1.6","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","605","","img/green_lw/choose11.jpg","1","219","green","0.5","0.5","0.5","w","",""
"animation","18","59420","0.0-5.0-2.6","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","219","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":51},{""stimulus"":""img/green_ww/2.jpg"",""time"":101},{""stimulus"":""img/green_ww/3.jpg"",""time"":152},{""stimulus"":""img/green_ww/4.jpg"",""time"":213},{""stimulus"":""img/green_ww/5.jpg"",""time"":251},{""stimulus"":""img/green_ww/6.jpg"",""time"":306},{""stimulus"":""img/green_ww/7.jpg"",""time"":353},{""stimulus"":""img/green_ww/8.jpg"",""time"":414},{""stimulus"":""img/green_ww/9.jpg"",""time"":460},{""stimulus"":""img/green_ww/10.jpg"",""time"":506},{""stimulus"":""img/green_ww/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","19","60139","0.0-5.0-1.7","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","718","","img/green_ww/choose11.jpg","2","218","red","0.5","0.5","0.5","l","",""
"animation","20","60746","0.0-5.0-2.7","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","218","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":51},{""stimulus"":""img/red_wl/2.jpg"",""time"":100},{""stimulus"":""img/red_wl/3.jpg"",""time"":159},{""stimulus"":""img/red_wl/4.jpg"",""time"":200},{""stimulus"":""img/red_wl/5.jpg"",""time"":252},{""stimulus"":""img/red_wl/6.jpg"",""time"":313},{""stimulus"":""img/red_wl/7.jpg"",""time"":360},{""stimulus"":""img/red_wl/8.jpg"",""time"":406},{""stimulus"":""img/red_wl/9.jpg"",""time"":452},{""stimulus"":""img/red_wl/10.jpg"",""time"":514},{""stimulus"":""img/red_wl/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","21","61208","0.0-5.0-1.8","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","461","","img/red_wl/choose11.jpg","2","217","red","0.5","0.5","0.5","l","",""
"animation","22","61815","0.0-5.0-2.8","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","217","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":50},{""stimulus"":""img/red_wl/2.jpg"",""time"":101},{""stimulus"":""img/red_wl/3.jpg"",""time"":157},{""stimulus"":""img/red_wl/4.jpg"",""time"":204},{""stimulus"":""img/red_wl/5.jpg"",""time"":250},{""stimulus"":""img/red_wl/6.jpg"",""time"":312},{""stimulus"":""img/red_wl/7.jpg"",""time"":358},{""stimulus"":""img/red_wl/8.jpg"",""time"":405},{""stimulus"":""img/red_wl/9.jpg"",""time"":451},{""stimulus"":""img/red_wl/10.jpg"",""time"":514},{""stimulus"":""img/red_wl/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","23","62454","0.0-5.0-1.9","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","637","","img/red_wl/choose11.jpg","1","216","green","0.5","0.5","0.5","w","",""
"animation","24","63068","0.0-5.0-2.9","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","216","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":104},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":213},{""stimulus"":""img/green_wl/5.jpg"",""time"":259},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":414},{""stimulus"":""img/green_wl/9.jpg"",""time"":460},{""stimulus"":""img/green_wl/10.jpg"",""time"":506},{""stimulus"":""img/green_wl/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","25","63882","0.0-5.0-1.10","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","812","","img/green_wl/choose11.jpg","2","215","red","0.5","0.5","0.5","w","",""
"animation","26","64489","0.0-5.0-2.10","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","215","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":51},{""stimulus"":""img/red_ww/2.jpg"",""time"":101},{""stimulus"":""img/red_ww/3.jpg"",""time"":159},{""stimulus"":""img/red_ww/4.jpg"",""time"":205},{""stimulus"":""img/red_ww/5.jpg"",""time"":250},{""stimulus"":""img/red_ww/6.jpg"",""time"":314},{""stimulus"":""img/red_ww/7.jpg"",""time"":360},{""stimulus"":""img/red_ww/8.jpg"",""time"":406},{""stimulus"":""img/red_ww/9.jpg"",""time"":450},{""stimulus"":""img/red_ww/10.jpg"",""time"":515},{""stimulus"":""img/red_ww/11.jpg"",""time"":561}]","[]"
"image-keyboard-response","27","65388","0.0-5.0-1.11","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","897","","img/red_ww/choose11.jpg","2","214","red","0.5","0.5","0.5","l","",""
"animation","28","66004","0.0-5.0-2.11","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","","","","","","","","214","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":60},{""stimulus"":""img/red_wl/2.jpg"",""time"":100},{""stimulus"":""img/red_wl/3.jpg"",""time"":151},{""stimulus"":""img/red_wl/4.jpg"",""time"":215},{""stimulus"":""img/red_wl/5.jpg"",""time"":250},{""stimulus"":""img/red_wl/6.jpg"",""time"":307},{""stimulus"":""img/red_wl/7.jpg"",""time"":354},{""stimulus"":""img/red_wl/8.jpg"",""time"":415},{""stimulus"":""img/red_wl/9.jpg"",""time"":463},{""stimulus"":""img/red_wl/10.jpg"",""time"":508},{""stimulus"":""img/red_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","29","66404","0.0-5.0-1.12","63d413840c9c512ac3dfc533","bdp_lott","Mon Mar 27 2023 12:49:13 GMT-0700 (Mountain Standard Time)","270182","green","red","","","","choice","","","399","","img/red_wl/choose11.jpg","2","213","red","0.5","0.5","0.5","w","",""
