"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"pavlovia","0","7","0.0-0.0","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","","","","","","","","",""
"instructions","1","1190","0.0-1.0","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","[{""page_index"":0,""viewing_time"":1181}]","1181","","","","","","","","","","","","","","","",""
"","","","","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","fullscreenenter","2","2894","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","3897","0.0-2.0","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","true","","","","","","","","","","",""
"instructions","3","6896","0.0-4.0","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","[{""page_index"":0,""viewing_time"":2995}]","2996","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","17712","0.0-5.0-1.0","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","10806","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","","",""
"animation","5","18318","0.0-5.0-2.0","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":66},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":160},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":367},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":460},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]",""
"image-keyboard-response","6","19259","0.0-5.0-1.1","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","939","","","","choice","","img/green_ll/choose11.jpg","1","224","green","0.5","0.5","0.5","w","","",""
"animation","7","19868","0.0-5.0-2.1","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":62},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":263},{""stimulus"":""img/green_wl/6.jpg"",""time"":311},{""stimulus"":""img/green_wl/7.jpg"",""time"":357},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":503},{""stimulus"":""img/green_wl/11.jpg"",""time"":562}]","[]",""
"image-keyboard-response","8","20114","0.0-5.0-1.2","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","244","","","","choice","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","l","","",""
"animation","9","20727","0.0-5.0-2.2","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":57},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":212},{""stimulus"":""img/green_ll/5.jpg"",""time"":267},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":351},{""stimulus"":""img/green_ll/8.jpg"",""time"":408},{""stimulus"":""img/green_ll/9.jpg"",""time"":452},{""stimulus"":""img/green_ll/10.jpg"",""time"":502},{""stimulus"":""img/green_ll/11.jpg"",""time"":560}]","[]",""
"image-keyboard-response","10","27921","0.0-5.0-1.3","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","7192","","","","choice","","img/green_ll/choose11.jpg","1","222","green","0.5","0.5","0.5","l","","",""
"animation","11","28524","0.0-5.0-2.3","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","222","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":67},{""stimulus"":""img/green_ll/2.jpg"",""time"":114},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":303},{""stimulus"":""img/green_ll/7.jpg"",""time"":366},{""stimulus"":""img/green_ll/8.jpg"",""time"":407},{""stimulus"":""img/green_ll/9.jpg"",""time"":460},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":554}]","[]",""
"","","","","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","blur","12","29260","blurevent","","","","","","","","","","","","1"
"","","","","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","focus","12","29263","focusevent","","","","","","","","","","","",""
"image-keyboard-response","12","30698","0.0-5.0-1.4","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","2172","blur","12","29260","choice","","img/green_ll/choose11.jpg","1","221","green","0.5","0.5","0.5","w","","","1"
"animation","13","31298","0.0-5.0-2.4","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","blur","12","29260","","","","","221","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":502},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]","1"
"image-keyboard-response","14","34018","0.0-5.0-0.5-0.5","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","2718","","","","blurwarn","","","49","","","","","","","","","1"
"image-keyboard-response","15","34694","0.0-5.0-1.5","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","421","","","","choice","","img/green_wl/choose11.jpg","1","220","green","0.5","0.5","0.5","l","","",""
"animation","16","35296","0.0-5.0-2.5","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","220","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":251},{""stimulus"":""img/green_ll/6.jpg"",""time"":300},{""stimulus"":""img/green_ll/7.jpg"",""time"":351},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":451},{""stimulus"":""img/green_ll/10.jpg"",""time"":501},{""stimulus"":""img/green_ll/11.jpg"",""time"":551}]","[]",""
"image-keyboard-response","17","35554","0.0-5.0-1.6","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","258","","","","choice","","img/green_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","l","","",""
"animation","18","36156","0.0-5.0-2.6","5f932e6a3ceaf50d5768745b","bdp_lott","Mon Mar 27 2023 13:36:05 GMT-0400 (Eastern Daylight Time)","229823","red","green","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":54},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":401},{""stimulus"":""img/red_ll/9.jpg"",""time"":452},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":551}]","[]",""
