"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","","","","","","","","","","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","instructions","1","209200","0.0-1.0","[{""page_index"":0,""viewing_time"":209193}]","209194","","","","","","","","","","",""
"fullscreenexit","2","211800","fullscreenexit","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","","","","","","","","","","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","fullscreen","2","212518","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","image-keyboard-response","3","214991","0.0-3.0-0.0","","2471","","","32","","","","","","","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","instructions","4","237706","0.0-4.0","[{""page_index"":0,""viewing_time"":22456}]","22457","","","","","","","","","","",""
"","","","choice","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","image-keyboard-response","5","240916","0.0-5.0-1.0","","3208","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","animation","6","241668","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":57},{""stimulus"":""img/green_ll/2.jpg"",""time"":120},{""stimulus"":""img/green_ll/3.jpg"",""time"":183},{""stimulus"":""img/green_ll/4.jpg"",""time"":246},{""stimulus"":""img/green_ll/5.jpg"",""time"":310},{""stimulus"":""img/green_ll/6.jpg"",""time"":373},{""stimulus"":""img/green_ll/7.jpg"",""time"":437},{""stimulus"":""img/green_ll/8.jpg"",""time"":500},{""stimulus"":""img/green_ll/9.jpg"",""time"":562},{""stimulus"":""img/green_ll/10.jpg"",""time"":625},{""stimulus"":""img/green_ll/11.jpg"",""time"":688}]","[]"
"","","","choice","6092dea4efd6d61350f0fdbf","bdp_lott","Sun Mar 26 2023 09:05:04 GMT-0500 (Central Daylight Time)","627130","red","green","image-keyboard-response","7","243111","0.0-5.0-1.1","","1442","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","w","",""
