"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","5","0.0-0.0","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","","","","","","","","","","","","","","",""
"instructions","1","3986","0.0-1.0","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","[{""page_index"":0,""viewing_time"":3980}]","3980","","","","","","","","","","","","","","",""
"","","","","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","fullscreenenter","2","5876","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","6840","0.0-2.0","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","","","","","true","","","","","","","","","",""
"instructions","3","52898","0.0-4.0","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","[{""page_index"":0,""viewing_time"":46056}]","46057","","","","","","","","","","","","","","",""
"image-keyboard-response","4","54468","0.0-5.0-1.0","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","1567","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"animation","5","55085","0.0-5.0-2.0","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":58},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":163},{""stimulus"":""img/green_ll/4.jpg"",""time"":209},{""stimulus"":""img/green_ll/5.jpg"",""time"":256},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":356},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":456},{""stimulus"":""img/green_ll/10.jpg"",""time"":500},{""stimulus"":""img/green_ll/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","6","56468","0.0-5.0-1.1","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","1382","","","","choice","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
"animation","7","57072","0.0-5.0-2.1","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":62},{""stimulus"":""img/red_ll/2.jpg"",""time"":104},{""stimulus"":""img/red_ll/3.jpg"",""time"":154},{""stimulus"":""img/red_ll/4.jpg"",""time"":203},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":304},{""stimulus"":""img/red_ll/7.jpg"",""time"":352},{""stimulus"":""img/red_ll/8.jpg"",""time"":403},{""stimulus"":""img/red_ll/9.jpg"",""time"":461},{""stimulus"":""img/red_ll/10.jpg"",""time"":502},{""stimulus"":""img/red_ll/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","8","58672","0.0-5.0-1.2","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","1598","","","","choice","","img/red_ll/choose11.jpg","2","223","red","0.5","0.5","0.5","l","",""
"animation","9","59274","0.0-5.0-2.2","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","","","","","","","","223","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":57},{""stimulus"":""img/red_ll/2.jpg"",""time"":112},{""stimulus"":""img/red_ll/3.jpg"",""time"":153},{""stimulus"":""img/red_ll/4.jpg"",""time"":212},{""stimulus"":""img/red_ll/5.jpg"",""time"":253},{""stimulus"":""img/red_ll/6.jpg"",""time"":303},{""stimulus"":""img/red_ll/7.jpg"",""time"":353},{""stimulus"":""img/red_ll/8.jpg"",""time"":403},{""stimulus"":""img/red_ll/9.jpg"",""time"":459},{""stimulus"":""img/red_ll/10.jpg"",""time"":503},{""stimulus"":""img/red_ll/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","10","60311","0.0-5.0-1.3","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","1036","","","","choice","","img/red_ll/choose11.jpg","1","222","green","0.5","0.5","0.5","l","",""
"animation","11","60919","0.0-5.0-2.3","5df5b9f661721940c46c3cd3","bdp_lott","Sun Mar 26 2023 02:05:00 GMT-0400 (Eastern Daylight Time)","291419","red","green","","","","","","","","","","222","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":66},{""stimulus"":""img/green_ll/2.jpg"",""time"":102},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":209},{""stimulus"":""img/green_ll/5.jpg"",""time"":251},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":358},{""stimulus"":""img/green_ll/8.jpg"",""time"":409},{""stimulus"":""img/green_ll/9.jpg"",""time"":458},{""stimulus"":""img/green_ll/10.jpg"",""time"":509},{""stimulus"":""img/green_ll/11.jpg"",""time"":558}]","[]"
