"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","4","0.0-0.0","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","","","","","","","","","","","","","","","",""
"instructions","1","3928","0.0-1.0","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","[{""page_index"":0,""viewing_time"":3924}]","3924","","","","","","","","","","","","","","",""
"","","","","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","","fullscreenenter","2","5531","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","6530","0.0-2.0","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","","","","","","true","","","","","","","","","",""
"","","","","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","","fullscreenexit","3","6755","fullscreenexit","","","","","","","","","","",""
"instructions","3","11094","0.0-4.0","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","[{""page_index"":0,""viewing_time"":4564}]","4564","","","","","","","","","","","","","","",""
"image-keyboard-response","4","14087","0.0-5.0-1.0","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","2991","","","","choice","","img/red_ll/initchoose11.jpg","2","225","red","0.5","0.5","0.5","w","",""
"animation","5","14691","0.0-5.0-2.0","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":59},{""stimulus"":""img/red_lw/2.jpg"",""time"":110},{""stimulus"":""img/red_lw/3.jpg"",""time"":158},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":262},{""stimulus"":""img/red_lw/6.jpg"",""time"":308},{""stimulus"":""img/red_lw/7.jpg"",""time"":355},{""stimulus"":""img/red_lw/8.jpg"",""time"":404},{""stimulus"":""img/red_lw/9.jpg"",""time"":458},{""stimulus"":""img/red_lw/10.jpg"",""time"":506},{""stimulus"":""img/red_lw/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","6","16865","0.0-5.0-1.1","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","2173","","","","choice","","img/red_lw/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","7","17473","0.0-5.0-2.1","63d82d20ed2b67b4f77f1fc7","bdp_lott","Mon Mar 27 2023 07:17:20 GMT-0700 (Pacific Daylight Time)","251396","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_ww/1.jpg"",""time"":61},{""stimulus"":""img/green_ww/2.jpg"",""time"":108},{""stimulus"":""img/green_ww/3.jpg"",""time"":154},{""stimulus"":""img/green_ww/4.jpg"",""time"":212},{""stimulus"":""img/green_ww/5.jpg"",""time"":259},{""stimulus"":""img/green_ww/6.jpg"",""time"":305},{""stimulus"":""img/green_ww/7.jpg"",""time"":352},{""stimulus"":""img/green_ww/8.jpg"",""time"":410},{""stimulus"":""img/green_ww/9.jpg"",""time"":456},{""stimulus"":""img/green_ww/10.jpg"",""time"":508},{""stimulus"":""img/green_ww/11.jpg"",""time"":555}]","[]"
