"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"blur","0","0","blurevent","1","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","","","","","","","","","","","","","","","","",""
"","","","","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"focus","1","59947","focusevent","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","","","","","","","","","","","","","","","","",""
"","","","","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","instructions","1","60273","0.0-1.0","[{""page_index"":0,""viewing_time"":60271}]","60271","","","","","","","","","","",""
"fullscreenenter","2","63859","fullscreenenter","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","","","","","","","","","","","","","","","","",""
"","","","","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","fullscreen","2","64850","0.0-2.0","","","true","","","","","","","","","",""
"","","","","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","instructions","3","91288","0.0-4.0","[{""page_index"":0,""viewing_time"":26437}]","26437","","","","","","","","","","",""
"","","","blurwarn","1","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","image-keyboard-response","4","103786","0.0-5.0-0.0-0.0","","12496","","","49","","","","","","","",""
"","","","choice","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","image-keyboard-response","5","105783","0.0-5.0-1.0","","1734","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"","","","","","5dd03c5486c8861300974102","bdp_lott","Sun Mar 26 2023 07:27:47 GMT-0400 (Eastern Daylight Time)","305281","green","red","animation","6","106396","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":505},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
