"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","5","0.0-0.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","","","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","blur","1","2201","blurevent","1","","","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","focus","1","99009","focusevent","","","","","","","","","","","","","",""
"instructions","1","99619","0.0-1.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","[{""page_index"":0,""viewing_time"":99614}]","99614","","","","","","","","","","",""
"","","","","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","fullscreenexit","2","100953","fullscreenexit","","","","","","","","","","","","","",""
"fullscreen","2","101757","0.0-2.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","","","true","","","","","","","","","",""
"image-keyboard-response","3","107201","0.0-3.0-0.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","fullscreenfail","","","5443","","","32","","","","","","","",""
"instructions","4","176748","0.0-4.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","[{""page_index"":0,""viewing_time"":69296}]","69297","","","","","","","","","","",""
"image-keyboard-response","5","185434","0.0-5.0-0.0-0.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","blurwarn","1","","8685","","","49","","","","","","","",""
"image-keyboard-response","6","187580","0.0-5.0-1.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","choice","","","1884","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"animation","7","188316","0.0-5.0-2.0","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":57},{""stimulus"":""img/green_ll/2.jpg"",""time"":120},{""stimulus"":""img/green_ll/3.jpg"",""time"":182},{""stimulus"":""img/green_ll/4.jpg"",""time"":243},{""stimulus"":""img/green_ll/5.jpg"",""time"":305},{""stimulus"":""img/green_ll/6.jpg"",""time"":366},{""stimulus"":""img/green_ll/7.jpg"",""time"":427},{""stimulus"":""img/green_ll/8.jpg"",""time"":488},{""stimulus"":""img/green_ll/9.jpg"",""time"":551},{""stimulus"":""img/green_ll/10.jpg"",""time"":612},{""stimulus"":""img/green_ll/11.jpg"",""time"":674}]","[]"
"image-keyboard-response","8","189346","0.0-5.0-1.1","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","choice","","","1029","","img/green_ll/choose11.jpg","1","224","green","0.5","0.5","0.5","l","",""
"animation","9","190087","0.0-5.0-2.1","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":63},{""stimulus"":""img/green_ll/2.jpg"",""time"":125},{""stimulus"":""img/green_ll/3.jpg"",""time"":186},{""stimulus"":""img/green_ll/4.jpg"",""time"":248},{""stimulus"":""img/green_ll/5.jpg"",""time"":309},{""stimulus"":""img/green_ll/6.jpg"",""time"":371},{""stimulus"":""img/green_ll/7.jpg"",""time"":432},{""stimulus"":""img/green_ll/8.jpg"",""time"":494},{""stimulus"":""img/green_ll/9.jpg"",""time"":555},{""stimulus"":""img/green_ll/10.jpg"",""time"":617},{""stimulus"":""img/green_ll/11.jpg"",""time"":679}]","[]"
"image-keyboard-response","10","190586","0.0-5.0-1.2","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","choice","","","498","","img/green_ll/choose11.jpg","2","223","red","0.5","0.5","0.5","l","",""
"animation","11","191323","0.0-5.0-2.2","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":56},{""stimulus"":""img/red_ll/2.jpg"",""time"":118},{""stimulus"":""img/red_ll/3.jpg"",""time"":180},{""stimulus"":""img/red_ll/4.jpg"",""time"":242},{""stimulus"":""img/red_ll/5.jpg"",""time"":304},{""stimulus"":""img/red_ll/6.jpg"",""time"":366},{""stimulus"":""img/red_ll/7.jpg"",""time"":428},{""stimulus"":""img/red_ll/8.jpg"",""time"":489},{""stimulus"":""img/red_ll/9.jpg"",""time"":552},{""stimulus"":""img/red_ll/10.jpg"",""time"":614},{""stimulus"":""img/red_ll/11.jpg"",""time"":675}]","[]"
"image-keyboard-response","12","191787","0.0-5.0-1.3","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","choice","","","464","","img/red_ll/choose11.jpg","2","222","red","0.5","0.5","0.5","w","",""
"animation","13","192524","0.0-5.0-2.3","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":59},{""stimulus"":""img/red_lw/2.jpg"",""time"":120},{""stimulus"":""img/red_lw/3.jpg"",""time"":181},{""stimulus"":""img/red_lw/4.jpg"",""time"":243},{""stimulus"":""img/red_lw/5.jpg"",""time"":304},{""stimulus"":""img/red_lw/6.jpg"",""time"":366},{""stimulus"":""img/red_lw/7.jpg"",""time"":428},{""stimulus"":""img/red_lw/8.jpg"",""time"":489},{""stimulus"":""img/red_lw/9.jpg"",""time"":551},{""stimulus"":""img/red_lw/10.jpg"",""time"":612},{""stimulus"":""img/red_lw/11.jpg"",""time"":674}]","[]"
"image-keyboard-response","14","193046","0.0-5.0-1.4","63d842d3e9626bd5fe5c17b1","bdp_lott","Mon Mar 27 2023 15:59:25 GMT-0700 (Pacific Daylight Time)","398293","red","green","","","","choice","","","522","","img/red_lw/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
