"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"pavlovia","0","17","0.0-0.0","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","","","","","","","","","","","","","","","","",""
"instructions","1","4113","0.0-1.0","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","[{""page_index"":0,""viewing_time"":4094}]","4094","","","","","","","","","","","","","","","",""
"","","","","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","","fullscreenenter","2","6634","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","7631","0.0-2.0","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","","","","","","true","","","","","","","","","","",""
"instructions","3","21193","0.0-4.0","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","[{""page_index"":0,""viewing_time"":13558}]","13559","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","22715","0.0-5.0-1.0","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","1517","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","","",""
"animation","5","23320","0.0-5.0-2.0","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":53},{""stimulus"":""img/green_ll/2.jpg"",""time"":109},{""stimulus"":""img/green_ll/3.jpg"",""time"":153},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":255},{""stimulus"":""img/green_ll/6.jpg"",""time"":303},{""stimulus"":""img/green_ll/7.jpg"",""time"":353},{""stimulus"":""img/green_ll/8.jpg"",""time"":403},{""stimulus"":""img/green_ll/9.jpg"",""time"":453},{""stimulus"":""img/green_ll/10.jpg"",""time"":503},{""stimulus"":""img/green_ll/11.jpg"",""time"":553}]","[]",""
"image-keyboard-response","6","24323","0.0-5.0-1.1","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","1000","","","","choice","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","l","","",""
"animation","7","24928","0.0-5.0-2.1","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":114},{""stimulus"":""img/red_ll/3.jpg"",""time"":162},{""stimulus"":""img/red_ll/4.jpg"",""time"":207},{""stimulus"":""img/red_ll/5.jpg"",""time"":256},{""stimulus"":""img/red_ll/6.jpg"",""time"":308},{""stimulus"":""img/red_ll/7.jpg"",""time"":359},{""stimulus"":""img/red_ll/8.jpg"",""time"":406},{""stimulus"":""img/red_ll/9.jpg"",""time"":456},{""stimulus"":""img/red_ll/10.jpg"",""time"":506},{""stimulus"":""img/red_ll/11.jpg"",""time"":556}]","[]",""
"image-keyboard-response","8","25513","0.0-5.0-1.2","63f77d4f671167ec16eee15c","bdp_lott","Mon Mar 27 2023 17:12:48 GMT-0500 (Central Daylight Time)","480420","green","red","","584","","","","choice","","img/red_ll/choose11.jpg","1","223","green","0.5","0.5","0.5","l","","",""
