"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","5","0.0-0.0","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","","","","","","","","","","","","","","","",""
"instructions","1","3774","0.0-1.0","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","[{""page_index"":0,""viewing_time"":3769}]","3769","","","","","","","","","","","","","","",""
"","","","","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","","fullscreenenter","2","5549","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","6516","0.0-2.0","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","","","","","","true","","","","","","","","","",""
"instructions","3","26536","0.0-4.0","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","[{""page_index"":0,""viewing_time"":20019}]","20019","","","","","","","","","","","","","","",""
"image-keyboard-response","4","27699","0.0-5.0-1.0","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","1160","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","5","28300","0.0-5.0-2.0","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":153},{""stimulus"":""img/green_wl/4.jpg"",""time"":216},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","6","29762","0.0-5.0-1.1","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","1461","","","","choice","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","7","30363","0.0-5.0-2.1","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":200},{""stimulus"":""img/green_wl/5.jpg"",""time"":257},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":412},{""stimulus"":""img/green_wl/9.jpg"",""time"":459},{""stimulus"":""img/green_wl/10.jpg"",""time"":505},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","8","31039","0.0-5.0-1.2","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","675","","","","choice","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","w","",""
"animation","9","31641","0.0-5.0-2.2","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":100},{""stimulus"":""img/green_wl/3.jpg"",""time"":164},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":507},{""stimulus"":""img/green_wl/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","10","32215","0.0-5.0-1.3","5fb3d39a2ceaab00087faddb","bdp_lott","Sun Mar 26 2023 13:00:59 GMT-0500 (Central Daylight Time)","237533","red","green","","574","","","","choice","","img/green_wl/choose11.jpg","1","222","green","0.5","0.5","0.5","w","",""
