"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","numBlurs","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","17","0.0-0.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","","","","","","","","","","",""
"instructions","1","5910","0.0-1.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","[{""page_index"":0,""viewing_time"":5892}]","5892","","","","","","","","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","blur","2","10544","blurevent","1","","","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","focus","2","13942","focusevent","","","","","","","","","","","",""
"","","","","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","fullscreenenter","2","16265","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","17100","0.0-2.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","true","","","","","","","","","",""
"instructions","3","45447","0.0-4.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","[{""page_index"":0,""viewing_time"":28336}]","28337","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","47193","0.0-5.0-0.0-0.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","1731","","","","blurwarn","1","","","49","","","","","","","",""
"image-keyboard-response","5","47668","0.0-5.0-1.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","215","","","","choice","","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","6","48276","0.0-5.0-2.0","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":56},{""stimulus"":""img/green_wl/2.jpg"",""time"":105},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":354},{""stimulus"":""img/green_wl/8.jpg"",""time"":404},{""stimulus"":""img/green_wl/9.jpg"",""time"":454},{""stimulus"":""img/green_wl/10.jpg"",""time"":504},{""stimulus"":""img/green_wl/11.jpg"",""time"":553}]","[]"
"image-keyboard-response","7","48300","0.0-5.0-1.1","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","20","","","","choice","","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","8","48906","0.0-5.0-2.1","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":109},{""stimulus"":""img/green_wl/3.jpg"",""time"":154},{""stimulus"":""img/green_wl/4.jpg"",""time"":205},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":304},{""stimulus"":""img/green_wl/7.jpg"",""time"":354},{""stimulus"":""img/green_wl/8.jpg"",""time"":404},{""stimulus"":""img/green_wl/9.jpg"",""time"":453},{""stimulus"":""img/green_wl/10.jpg"",""time"":504},{""stimulus"":""img/green_wl/11.jpg"",""time"":554}]","[]"
"image-keyboard-response","9","48943","0.0-5.0-1.2","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","33","","","","choice","","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
"animation","10","49544","0.0-5.0-2.2","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":54},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":152},{""stimulus"":""img/green_ll/4.jpg"",""time"":203},{""stimulus"":""img/green_ll/5.jpg"",""time"":253},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":402},{""stimulus"":""img/green_ll/9.jpg"",""time"":451},{""stimulus"":""img/green_ll/10.jpg"",""time"":503},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","11","49632","0.0-5.0-1.3","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","87","","","","choice","","","img/green_ll/choose11.jpg","2","222","red","0.5","0.5","0.5","w","",""
"animation","12","50234","0.0-5.0-2.3","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":53},{""stimulus"":""img/red_lw/2.jpg"",""time"":101},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":251},{""stimulus"":""img/red_lw/6.jpg"",""time"":301},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":451},{""stimulus"":""img/red_lw/10.jpg"",""time"":500},{""stimulus"":""img/red_lw/11.jpg"",""time"":550}]","[]"
"image-keyboard-response","13","50892","0.0-5.0-1.4","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","656","","","","choice","","","img/red_lw/choose11.jpg","2","221","red","0.5","0.5","0.5","l","",""
"animation","14","51495","0.0-5.0-2.4","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":52},{""stimulus"":""img/red_ll/2.jpg"",""time"":102},{""stimulus"":""img/red_ll/3.jpg"",""time"":152},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","15","51595","0.0-5.0-1.5","63d7a6a997f03198526a1941","bdp_lott","Sun Mar 26 2023 20:01:02 GMT+0800 (China Standard Time)","235187","red","green","","98","","","","choice","","","img/red_ll/choose11.jpg","2","220","red","0.5","0.5","0.5","w","",""
