"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"blur","0","0","blurevent","1","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","","","","","","","","","","","","","","","","",""
"","","","","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"focus","1","4452","focusevent","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","","","","","","","","","","","","","","","","",""
"","","","","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","instructions","1","6888","0.0-1.0","[{""page_index"":0,""viewing_time"":6883}]","6883","","","","","","","","","","",""
"fullscreenenter","2","269993","fullscreenenter","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","","","","","","","","","","","","","","","","",""
"","","","","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","fullscreen","2","270965","0.0-2.0","","","true","","","","","","","","","",""
"","","","","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","instructions","3","293859","0.0-4.0","[{""page_index"":0,""viewing_time"":22893}]","22893","","","","","","","","","","",""
"","","","blurwarn","1","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","image-keyboard-response","4","305480","0.0-5.0-0.0-0.0","","11618","","","49","","","","","","","",""
"","","","choice","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","image-keyboard-response","5","309443","0.0-5.0-1.0","","3705","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"","","","","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","animation","6","310044","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":165},{""stimulus"":""img/green_wl/4.jpg"",""time"":212},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":509},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"","","","choice","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","image-keyboard-response","7","313266","0.0-5.0-1.1","","3221","","img/green_wl/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
"","","","","","5c5f525806006e0001db95d2","bdp_lott","Tue Mar 28 2023 19:44:51 GMT-0400 (Eastern Daylight Time)","832060","green","red","animation","8","313868","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/red_wl/1.jpg"",""time"":59},{""stimulus"":""img/red_wl/2.jpg"",""time"":101},{""stimulus"":""img/red_wl/3.jpg"",""time"":172},{""stimulus"":""img/red_wl/4.jpg"",""time"":201},{""stimulus"":""img/red_wl/5.jpg"",""time"":251},{""stimulus"":""img/red_wl/6.jpg"",""time"":321},{""stimulus"":""img/red_wl/7.jpg"",""time"":352},{""stimulus"":""img/red_wl/8.jpg"",""time"":421},{""stimulus"":""img/red_wl/9.jpg"",""time"":451},{""stimulus"":""img/red_wl/10.jpg"",""time"":502},{""stimulus"":""img/red_wl/11.jpg"",""time"":551}]","[]"
