"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"pavlovia","0","2","0.0-0.0","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","","","","","","","","","","","","","","","","",""
"instructions","1","3113","0.0-1.0","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","[{""page_index"":0,""viewing_time"":3110}]","3110","","","","","","","","","","","","","","","",""
"","","","","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","","fullscreenenter","2","5112","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","6087","0.0-2.0","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","","","","","","true","","","","","","","","","","",""
"instructions","3","34100","0.0-4.0","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","[{""page_index"":0,""viewing_time"":28012}]","28012","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","40766","0.0-5.0-1.0","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","6660","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","","",""
"animation","5","41370","0.0-5.0-2.0","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":352},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":502},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]",""
"image-keyboard-response","6","48260","0.0-5.0-1.1","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","6890","","","","choice","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","l","","",""
"animation","7","48864","0.0-5.0-2.1","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":52},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":201},{""stimulus"":""img/green_ll/5.jpg"",""time"":250},{""stimulus"":""img/green_ll/6.jpg"",""time"":301},{""stimulus"":""img/green_ll/7.jpg"",""time"":351},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":451},{""stimulus"":""img/green_ll/10.jpg"",""time"":501},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]",""
"image-keyboard-response","8","49890","0.0-5.0-1.2","63d1b93d9abc8c4b40e2d92f","bdp_lott","Mon Mar 27 2023 11:00:54 GMT-0500 (Central Daylight Time)","272018","red","green","","1025","","","","choice","","img/green_ll/choose11.jpg","1","223","green","0.5","0.5","0.5","w","","",""
