"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","4","0.0-0.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","blur","1","10298","blurevent","1","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","focus","1","11674","focusevent","","","","","","","","","","","","","",""
"instructions","1","13587","0.0-1.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","[{""page_index"":0,""viewing_time"":13583}]","13583","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","blur","2","18573","blurevent","2","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","focus","2","45506","focusevent","","","","","","","","","","","","","",""
"","","","","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","fullscreenenter","2","46547","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","47533","0.0-2.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","true","","","","","","","","","",""
"instructions","3","69074","0.0-4.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","[{""page_index"":0,""viewing_time"":21540}]","21541","","","","","","","","","","",""
"image-keyboard-response","4","84597","0.0-5.0-0.0-0.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","blurwarn","2","","15520","","","49","","","","","","","",""
"image-keyboard-response","5","92362","0.0-5.0-1.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","7512","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","6","92964","0.0-5.0-2.0","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":52},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","7","97727","0.0-5.0-1.1","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","4762","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","l","",""
"animation","8","98329","0.0-5.0-2.1","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":101},{""stimulus"":""img/green_ll/3.jpg"",""time"":151},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":252},{""stimulus"":""img/green_ll/6.jpg"",""time"":302},{""stimulus"":""img/green_ll/7.jpg"",""time"":352},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":452},{""stimulus"":""img/green_ll/10.jpg"",""time"":501},{""stimulus"":""img/green_ll/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","9","100907","0.0-5.0-1.2","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","2577","","img/green_ll/choose11.jpg","2","223","red","0.5","0.5","0.5","w","",""
"animation","10","101509","0.0-5.0-2.2","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":53},{""stimulus"":""img/red_lw/2.jpg"",""time"":103},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":353},{""stimulus"":""img/red_lw/8.jpg"",""time"":403},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","11","103175","0.0-5.0-1.3","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","1665","","img/red_lw/choose11.jpg","2","222","red","0.5","0.5","0.5","w","",""
"animation","12","103775","0.0-5.0-2.3","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","222","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":52},{""stimulus"":""img/red_lw/2.jpg"",""time"":102},{""stimulus"":""img/red_lw/3.jpg"",""time"":151},{""stimulus"":""img/red_lw/4.jpg"",""time"":201},{""stimulus"":""img/red_lw/5.jpg"",""time"":252},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":401},{""stimulus"":""img/red_lw/9.jpg"",""time"":452},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","13","104430","0.0-5.0-1.4","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","653","","img/red_lw/choose11.jpg","2","221","red","0.5","0.5","0.5","l","",""
"animation","14","105030","0.0-5.0-2.4","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":51},{""stimulus"":""img/red_ll/2.jpg"",""time"":101},{""stimulus"":""img/red_ll/3.jpg"",""time"":151},{""stimulus"":""img/red_ll/4.jpg"",""time"":202},{""stimulus"":""img/red_ll/5.jpg"",""time"":252},{""stimulus"":""img/red_ll/6.jpg"",""time"":301},{""stimulus"":""img/red_ll/7.jpg"",""time"":351},{""stimulus"":""img/red_ll/8.jpg"",""time"":402},{""stimulus"":""img/red_ll/9.jpg"",""time"":451},{""stimulus"":""img/red_ll/10.jpg"",""time"":501},{""stimulus"":""img/red_ll/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","15","107223","0.0-5.0-1.5","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","2192","","img/red_ll/choose11.jpg","1","220","green","0.5","0.5","0.5","w","",""
"animation","16","107824","0.0-5.0-2.5","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","","","","","","","","220","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":51},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":151},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":252},{""stimulus"":""img/green_wl/6.jpg"",""time"":301},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":452},{""stimulus"":""img/green_wl/10.jpg"",""time"":500},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","17","108816","0.0-5.0-1.6","63e576170eb086a90644efb4","bdp_lott","Sat Mar 25 2023 18:46:34 GMT-0400 (Eastern Daylight Time)","344580","green","red","","","","choice","","","991","","img/green_wl/choose11.jpg","1","219","green","0.5","0.5","0.5","l","",""
