"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","","","","","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","instructions","1","4324","0.0-1.0","[{""page_index"":0,""viewing_time"":4322}]","4322","","","","","","","","","","",""
"fullscreenexit","2","10817","fullscreenexit","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","","","","","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","fullscreen","2","11625","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","image-keyboard-response","3","13140","0.0-3.0-0.0","","1512","","","32","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","instructions","4","47820","0.0-4.0","[{""page_index"":0,""viewing_time"":34421}]","34421","","","","","","","","","","",""
"","","","choice","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","image-keyboard-response","5","50090","0.0-5.0-1.0","","2268","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","animation","6","50830","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":53},{""stimulus"":""img/green_ll/2.jpg"",""time"":115},{""stimulus"":""img/green_ll/3.jpg"",""time"":177},{""stimulus"":""img/green_ll/4.jpg"",""time"":239},{""stimulus"":""img/green_ll/5.jpg"",""time"":300},{""stimulus"":""img/green_ll/6.jpg"",""time"":364},{""stimulus"":""img/green_ll/7.jpg"",""time"":427},{""stimulus"":""img/green_ll/8.jpg"",""time"":490},{""stimulus"":""img/green_ll/9.jpg"",""time"":551},{""stimulus"":""img/green_ll/10.jpg"",""time"":616},{""stimulus"":""img/green_ll/11.jpg"",""time"":676}]","[]"
"","","","choice","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","image-keyboard-response","7","51780","0.0-5.0-1.1","","949","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
"","","","","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","animation","8","52523","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":59},{""stimulus"":""img/red_ll/2.jpg"",""time"":121},{""stimulus"":""img/red_ll/3.jpg"",""time"":183},{""stimulus"":""img/red_ll/4.jpg"",""time"":246},{""stimulus"":""img/red_ll/5.jpg"",""time"":308},{""stimulus"":""img/red_ll/6.jpg"",""time"":369},{""stimulus"":""img/red_ll/7.jpg"",""time"":431},{""stimulus"":""img/red_ll/8.jpg"",""time"":493},{""stimulus"":""img/red_ll/9.jpg"",""time"":555},{""stimulus"":""img/red_ll/10.jpg"",""time"":618},{""stimulus"":""img/red_ll/11.jpg"",""time"":681}]","[]"
"","","","choice","636598a7a571403968d03bf2","bdp_lott","Wed Mar 29 2023 18:28:34 GMT-0400 (Eastern Daylight Time)","324600","green","red","image-keyboard-response","9","53526","0.0-5.0-1.2","","1001","","img/red_ll/choose11.jpg","2","223","red","0.5","0.5","0.5","w","",""
