"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","","","","","","","","","","","","","","","","",""
"","","","","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","pavlovia","0","5","0.0-0.0","","","","","","","","","","","","",""
"","","","","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","instructions","1","26184","0.0-1.0","[{""page_index"":0,""viewing_time"":26179}]","26179","","","","","","","","","","",""
"fullscreenenter","2","28992","fullscreenenter","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","","","","","","","","","","","","","","","","",""
"fullscreenenter","2","28992","fullscreenenter","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","","","","","","","","","","","","","","","","",""
"","","","","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","fullscreen","2","29932","0.0-2.0","","","true","","","","","","","","","",""
"","","","","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","instructions","3","136699","0.0-4.0","[{""page_index"":0,""viewing_time"":106763}]","106763","","","","","","","","","","",""
"","","","choice","5f9873550513db147c9d2958","bdp_lott","Sat Mar 25 2023 21:45:14 GMT-0400 (Eastern Daylight Time)","472507","green","red","image-keyboard-response","4","139622","0.0-5.0-1.0","","2921","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
