"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","","","","","","","","","","","","","","","",""
"instructions","1","70705","0.0-1.0","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","[{""page_index"":0,""viewing_time"":70702}]","70702","","","","","","","","","","","","","","",""
"","","","","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","","fullscreenenter","2","73138","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","74138","0.0-2.0","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","","","","","","true","","","","","","","","","",""
"instructions","3","98549","0.0-4.0","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","[{""page_index"":0,""viewing_time"":24408}]","24408","","","","","","","","","","","","","","",""
"image-keyboard-response","4","100567","0.0-5.0-1.0","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","2015","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"animation","5","101179","0.0-5.0-2.0","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":59},{""stimulus"":""img/green_ll/2.jpg"",""time"":106},{""stimulus"":""img/green_ll/3.jpg"",""time"":156},{""stimulus"":""img/green_ll/4.jpg"",""time"":213},{""stimulus"":""img/green_ll/5.jpg"",""time"":261},{""stimulus"":""img/green_ll/6.jpg"",""time"":306},{""stimulus"":""img/green_ll/7.jpg"",""time"":356},{""stimulus"":""img/green_ll/8.jpg"",""time"":410},{""stimulus"":""img/green_ll/9.jpg"",""time"":460},{""stimulus"":""img/green_ll/10.jpg"",""time"":508},{""stimulus"":""img/green_ll/11.jpg"",""time"":556}]","[]"
"image-keyboard-response","6","102410","0.0-5.0-1.1","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","1228","","","","choice","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","w","",""
"animation","7","103021","0.0-5.0-2.1","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":106},{""stimulus"":""img/red_lw/3.jpg"",""time"":153},{""stimulus"":""img/red_lw/4.jpg"",""time"":210},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":306},{""stimulus"":""img/red_lw/7.jpg"",""time"":360},{""stimulus"":""img/red_lw/8.jpg"",""time"":410},{""stimulus"":""img/red_lw/9.jpg"",""time"":456},{""stimulus"":""img/red_lw/10.jpg"",""time"":506},{""stimulus"":""img/red_lw/11.jpg"",""time"":560}]","[]"
"image-keyboard-response","8","104837","0.0-5.0-1.2","6105338a15c74e8435e95c71","bdp_lott","Tue Mar 28 2023 15:10:13 GMT-0400 (Eastern Daylight Time)","402604","red","green","","1814","","","","choice","","img/red_lw/choose11.jpg","2","223","red","0.5","0.5","0.5","l","",""
