"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","2","0.0-0.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","","","","","","","",""
"","","","","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","focus","1","6237","focusevent","","","","","","","","","","","","",""
"instructions","1","10658","0.0-1.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","[{""page_index"":0,""viewing_time"":10656}]","10656","","","","","","","","","","",""
"","","","","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","fullscreenexit","2","13404","fullscreenexit","","","","","","","","","","","","",""
"fullscreen","2","14165","0.0-2.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","true","","","","","","","","","",""
"image-keyboard-response","3","16428","0.0-3.0-0.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","fullscreenfail","","2260","","","32","","","","","","","",""
"","","","","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","fullscreenexit","4","35261","fullscreenexit","","","","","","","","","","","","",""
"instructions","4","46635","0.0-4.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","[{""page_index"":0,""viewing_time"":29953}]","29953","","","","","","","","","","",""
"image-keyboard-response","5","49387","0.0-5.0-1.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","2751","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"animation","6","50036","0.0-5.0-2.0","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":54},{""stimulus"":""img/green_ll/2.jpg"",""time"":107},{""stimulus"":""img/green_ll/3.jpg"",""time"":158},{""stimulus"":""img/green_ll/4.jpg"",""time"":214},{""stimulus"":""img/green_ll/5.jpg"",""time"":268},{""stimulus"":""img/green_ll/6.jpg"",""time"":323},{""stimulus"":""img/green_ll/7.jpg"",""time"":378},{""stimulus"":""img/green_ll/8.jpg"",""time"":431},{""stimulus"":""img/green_ll/9.jpg"",""time"":484},{""stimulus"":""img/green_ll/10.jpg"",""time"":539},{""stimulus"":""img/green_ll/11.jpg"",""time"":593}]","[]"
"image-keyboard-response","7","51162","0.0-5.0-1.1","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","1125","","img/green_ll/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","8","51814","0.0-5.0-2.1","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":54},{""stimulus"":""img/green_wl/2.jpg"",""time"":106},{""stimulus"":""img/green_wl/3.jpg"",""time"":161},{""stimulus"":""img/green_wl/4.jpg"",""time"":216},{""stimulus"":""img/green_wl/5.jpg"",""time"":270},{""stimulus"":""img/green_wl/6.jpg"",""time"":323},{""stimulus"":""img/green_wl/7.jpg"",""time"":379},{""stimulus"":""img/green_wl/8.jpg"",""time"":431},{""stimulus"":""img/green_wl/9.jpg"",""time"":485},{""stimulus"":""img/green_wl/10.jpg"",""time"":541},{""stimulus"":""img/green_wl/11.jpg"",""time"":596}]","[]"
"image-keyboard-response","9","52579","0.0-5.0-1.2","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","764","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
"animation","10","53211","0.0-5.0-2.2","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":51},{""stimulus"":""img/green_ll/2.jpg"",""time"":103},{""stimulus"":""img/green_ll/3.jpg"",""time"":158},{""stimulus"":""img/green_ll/4.jpg"",""time"":208},{""stimulus"":""img/green_ll/5.jpg"",""time"":264},{""stimulus"":""img/green_ll/6.jpg"",""time"":314},{""stimulus"":""img/green_ll/7.jpg"",""time"":370},{""stimulus"":""img/green_ll/8.jpg"",""time"":424},{""stimulus"":""img/green_ll/9.jpg"",""time"":479},{""stimulus"":""img/green_ll/10.jpg"",""time"":529},{""stimulus"":""img/green_ll/11.jpg"",""time"":580}]","[]"
"image-keyboard-response","11","53916","0.0-5.0-1.3","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","704","","img/green_ll/choose11.jpg","1","222","green","0.5","0.5","0.5","l","",""
"animation","12","54559","0.0-5.0-2.3","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","222","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":56},{""stimulus"":""img/green_ll/2.jpg"",""time"":110},{""stimulus"":""img/green_ll/3.jpg"",""time"":164},{""stimulus"":""img/green_ll/4.jpg"",""time"":216},{""stimulus"":""img/green_ll/5.jpg"",""time"":265},{""stimulus"":""img/green_ll/6.jpg"",""time"":319},{""stimulus"":""img/green_ll/7.jpg"",""time"":371},{""stimulus"":""img/green_ll/8.jpg"",""time"":425},{""stimulus"":""img/green_ll/9.jpg"",""time"":480},{""stimulus"":""img/green_ll/10.jpg"",""time"":532},{""stimulus"":""img/green_ll/11.jpg"",""time"":587}]","[]"
"image-keyboard-response","13","55056","0.0-5.0-1.4","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","496","","img/green_ll/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"animation","14","55700","0.0-5.0-2.4","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","221","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":110},{""stimulus"":""img/red_lw/3.jpg"",""time"":160},{""stimulus"":""img/red_lw/4.jpg"",""time"":215},{""stimulus"":""img/red_lw/5.jpg"",""time"":266},{""stimulus"":""img/red_lw/6.jpg"",""time"":322},{""stimulus"":""img/red_lw/7.jpg"",""time"":376},{""stimulus"":""img/red_lw/8.jpg"",""time"":426},{""stimulus"":""img/red_lw/9.jpg"",""time"":479},{""stimulus"":""img/red_lw/10.jpg"",""time"":535},{""stimulus"":""img/red_lw/11.jpg"",""time"":590}]","[]"
"image-keyboard-response","15","56141","0.0-5.0-1.5","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","441","","img/red_lw/choose11.jpg","2","220","red","0.5","0.5","0.5","l","",""
"animation","16","56784","0.0-5.0-2.5","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","220","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":55},{""stimulus"":""img/red_ll/2.jpg"",""time"":108},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":211},{""stimulus"":""img/red_ll/5.jpg"",""time"":265},{""stimulus"":""img/red_ll/6.jpg"",""time"":317},{""stimulus"":""img/red_ll/7.jpg"",""time"":372},{""stimulus"":""img/red_ll/8.jpg"",""time"":424},{""stimulus"":""img/red_ll/9.jpg"",""time"":479},{""stimulus"":""img/red_ll/10.jpg"",""time"":535},{""stimulus"":""img/red_ll/11.jpg"",""time"":587}]","[]"
"image-keyboard-response","17","57220","0.0-5.0-1.6","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","choice","","434","","img/red_ll/choose11.jpg","2","219","red","0.5","0.5","0.5","w","",""
"animation","18","57856","0.0-5.0-2.6","63d80b500adef5b476e289a4","bdp_lott","Mon Mar 27 2023 13:22:03 GMT-0400 (Eastern Daylight Time)","237154","green","red","","","","","","","","","","219","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":56},{""stimulus"":""img/red_lw/2.jpg"",""time"":112},{""stimulus"":""img/red_lw/3.jpg"",""time"":164},{""stimulus"":""img/red_lw/4.jpg"",""time"":219},{""stimulus"":""img/red_lw/5.jpg"",""time"":268},{""stimulus"":""img/red_lw/6.jpg"",""time"":324},{""stimulus"":""img/red_lw/7.jpg"",""time"":379},{""stimulus"":""img/red_lw/8.jpg"",""time"":430},{""stimulus"":""img/red_lw/9.jpg"",""time"":485},{""stimulus"":""img/red_lw/10.jpg"",""time"":535},{""stimulus"":""img/red_lw/11.jpg"",""time"":585}]","[]"
