"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","","","","","","","","","","","","","","","",""
"instructions","1","1609","0.0-1.0","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","[{""page_index"":0,""viewing_time"":1606}]","1606","","","","","","","","","","","","","","",""
"","","","","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","","fullscreenenter","2","9420","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","10408","0.0-2.0","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","","","","","","true","","","","","","","","","",""
"instructions","3","25585","0.0-4.0","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","[{""page_index"":0,""viewing_time"":15177}]","15177","","","","","","","","","","","","","","",""
"image-keyboard-response","4","26888","0.0-5.0-1.0","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","1302","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","5","27500","0.0-5.0-2.0","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":65},{""stimulus"":""img/green_wl/2.jpg"",""time"":107},{""stimulus"":""img/green_wl/3.jpg"",""time"":152},{""stimulus"":""img/green_wl/4.jpg"",""time"":213},{""stimulus"":""img/green_wl/5.jpg"",""time"":260},{""stimulus"":""img/green_wl/6.jpg"",""time"":306},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":412},{""stimulus"":""img/green_wl/9.jpg"",""time"":457},{""stimulus"":""img/green_wl/10.jpg"",""time"":502},{""stimulus"":""img/green_wl/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","6","28682","0.0-5.0-1.1","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","1182","","","","choice","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","7","29283","0.0-5.0-2.1","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":63},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":155},{""stimulus"":""img/green_wl/4.jpg"",""time"":203},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":552}]","[]"
"image-keyboard-response","8","30072","0.0-5.0-1.2","63cff34d33a9948e3b0b28d6","bdp_lott","Wed Mar 29 2023 03:19:16 GMT-0500 (Central Daylight Time)","244688","red","green","","788","","","","choice","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","l","",""
