"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","pavlovia","0","10","0.0-0.0","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","instructions","1","4966","0.0-1.0","[{""page_index"":0,""viewing_time"":4954}]","4954","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","fullscreen","2","7946","0.0-2.0","","","true","","","","","","","","","",""
"fullscreenexit","3","9000","fullscreenexit","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","","","","","","","","","","","","","","","","",""
"","","","fullscreenfail","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","image-keyboard-response","3","10932","0.0-3.0-0.0","","2981","","","32","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","instructions","4","22422","0.0-4.0","[{""page_index"":0,""viewing_time"":11236}]","11236","","","","","","","","","","",""
"","","","choice","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","image-keyboard-response","5","33620","0.0-5.0-1.0","","11191","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","animation","6","34368","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":62},{""stimulus"":""img/green_ll/2.jpg"",""time"":124},{""stimulus"":""img/green_ll/3.jpg"",""time"":186},{""stimulus"":""img/green_ll/4.jpg"",""time"":249},{""stimulus"":""img/green_ll/5.jpg"",""time"":310},{""stimulus"":""img/green_ll/6.jpg"",""time"":373},{""stimulus"":""img/green_ll/7.jpg"",""time"":436},{""stimulus"":""img/green_ll/8.jpg"",""time"":497},{""stimulus"":""img/green_ll/9.jpg"",""time"":557},{""stimulus"":""img/green_ll/10.jpg"",""time"":620},{""stimulus"":""img/green_ll/11.jpg"",""time"":684}]","[]"
"","","","choice","632aaef27780d596dc7e0a9f","bdp_lott","Wed Mar 29 2023 14:48:25 GMT-0500 (Central Daylight Time)","387013","green","red","image-keyboard-response","7","39468","0.0-5.0-1.1","","5098","","img/green_ll/choose11.jpg","1","224","green","0.5","0.5","0.5","l","",""
