"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","4","0.0-0.0","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","","","","","","","","","","","","","","","",""
"instructions","1","7093","0.0-1.0","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","[{""page_index"":0,""viewing_time"":7088}]","7088","","","","","","","","","","","","","","",""
"","","","","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","","fullscreenenter","2","9582","fullscreenenter","","","","","","","","","","",""
"fullscreen","2","10581","0.0-2.0","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","","","","","","true","","","","","","","","","",""
"instructions","3","32545","0.0-4.0","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","[{""page_index"":0,""viewing_time"":21961}]","21961","","","","","","","","","","","","","","",""
"image-keyboard-response","4","38963","0.0-5.0-1.0","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","6416","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","5","39570","0.0-5.0-2.0","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":62},{""stimulus"":""img/green_wl/2.jpg"",""time"":106},{""stimulus"":""img/green_wl/3.jpg"",""time"":158},{""stimulus"":""img/green_wl/4.jpg"",""time"":206},{""stimulus"":""img/green_wl/5.jpg"",""time"":262},{""stimulus"":""img/green_wl/6.jpg"",""time"":309},{""stimulus"":""img/green_wl/7.jpg"",""time"":354},{""stimulus"":""img/green_wl/8.jpg"",""time"":402},{""stimulus"":""img/green_wl/9.jpg"",""time"":458},{""stimulus"":""img/green_wl/10.jpg"",""time"":510},{""stimulus"":""img/green_wl/11.jpg"",""time"":558}]","[]"
"image-keyboard-response","6","42622","0.0-5.0-1.1","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","3051","","","","choice","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","7","43234","0.0-5.0-2.1","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":59},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":162},{""stimulus"":""img/green_wl/4.jpg"",""time"":211},{""stimulus"":""img/green_wl/5.jpg"",""time"":259},{""stimulus"":""img/green_wl/6.jpg"",""time"":307},{""stimulus"":""img/green_wl/7.jpg"",""time"":363},{""stimulus"":""img/green_wl/8.jpg"",""time"":411},{""stimulus"":""img/green_wl/9.jpg"",""time"":459},{""stimulus"":""img/green_wl/10.jpg"",""time"":504},{""stimulus"":""img/green_wl/11.jpg"",""time"":563}]","[]"
"image-keyboard-response","8","48249","0.0-5.0-1.2","62d78737dcea82e9f96b957c","bdp_lott","Mon Mar 27 2023 11:52:35 GMT-0700 (Pacific Daylight Time)","302069","green","red","","5015","","","","choice","","img/green_wl/choose11.jpg","2","223","red","0.5","0.5","0.5","w","",""
