"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"blur","0","0","blurevent","1","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","","","","","","","","","","","","","","","","",""
"","","","","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"focus","1","2268","focusevent","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","","","","","","","","","","","","","","","","",""
"","","","","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","instructions","1","5673","0.0-1.0","[{""page_index"":0,""viewing_time"":5671}]","5671","","","","","","","","","","",""
"fullscreenenter","2","7316","fullscreenenter","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","","","","","","","","","","","","","","","","",""
"","","","","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","fullscreen","2","8319","0.0-2.0","","","true","","","","","","","","","",""
"","","","","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","instructions","3","19676","0.0-4.0","[{""page_index"":0,""viewing_time"":11357}]","11357","","","","","","","","","","",""
"","","","blurwarn","1","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","image-keyboard-response","4","27604","0.0-5.0-0.0-0.0","","7926","","","49","","","","","","","",""
"","","","choice","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","image-keyboard-response","5","30284","0.0-5.0-1.0","","2426","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","","63e55908254a436361a6787b","bdp_lott","Tue Mar 28 2023 13:38:10 GMT-0700 (Pacific Daylight Time)","218268","green","red","animation","6","30885","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":61},{""stimulus"":""img/green_ll/2.jpg"",""time"":108},{""stimulus"":""img/green_ll/3.jpg"",""time"":154},{""stimulus"":""img/green_ll/4.jpg"",""time"":202},{""stimulus"":""img/green_ll/5.jpg"",""time"":264},{""stimulus"":""img/green_ll/6.jpg"",""time"":311},{""stimulus"":""img/green_ll/7.jpg"",""time"":357},{""stimulus"":""img/green_ll/8.jpg"",""time"":401},{""stimulus"":""img/green_ll/9.jpg"",""time"":465},{""stimulus"":""img/green_ll/10.jpg"",""time"":511},{""stimulus"":""img/green_ll/11.jpg"",""time"":560}]","[]"
