"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","event","trial","time","trialtype","numBlurs","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"pavlovia","0","3","0.0-0.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","blur","1","2204","blurevent","1","","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","focus","1","4600","focusevent","","","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","blur","1","9441","blurevent","","","","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","focus","1","11213","focusevent","","","","","","","","","","","","","",""
"instructions","1","13786","0.0-1.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","[{""page_index"":0,""viewing_time"":13783}]","13783","","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","fullscreenenter","2","15428","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","2","16409","0.0-2.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","","","true","","","","","","","","","",""
"","","","","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","fullscreenexit","3","17146","fullscreenexit","","","","","","","","","","","","","",""
"instructions","3","67821","0.0-4.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","[{""page_index"":0,""viewing_time"":51410}]","51410","","","","","","","","","","",""
"image-keyboard-response","4","83861","0.0-5.0-0.0-0.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","blurwarn","1","","16039","","","49","","","","","","","",""
"image-keyboard-response","5","85382","0.0-5.0-1.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","choice","","","1256","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","",""
"animation","6","85984","0.0-5.0-2.0","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":66},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":165},{""stimulus"":""img/green_wl/4.jpg"",""time"":203},{""stimulus"":""img/green_wl/5.jpg"",""time"":251},{""stimulus"":""img/green_wl/6.jpg"",""time"":314},{""stimulus"":""img/green_wl/7.jpg"",""time"":365},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":514},{""stimulus"":""img/green_wl/11.jpg"",""time"":564}]","[]"
"image-keyboard-response","7","86766","0.0-5.0-1.1","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","choice","","","781","","img/green_wl/choose11.jpg","1","224","green","0.5","0.5","0.5","w","",""
"animation","8","87367","0.0-5.0-2.1","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","","","","","","224","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":66},{""stimulus"":""img/green_wl/2.jpg"",""time"":101},{""stimulus"":""img/green_wl/3.jpg"",""time"":166},{""stimulus"":""img/green_wl/4.jpg"",""time"":201},{""stimulus"":""img/green_wl/5.jpg"",""time"":266},{""stimulus"":""img/green_wl/6.jpg"",""time"":316},{""stimulus"":""img/green_wl/7.jpg"",""time"":365},{""stimulus"":""img/green_wl/8.jpg"",""time"":403},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":501},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","9","87741","0.0-5.0-1.2","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","choice","","","373","","img/green_wl/choose11.jpg","1","223","green","0.5","0.5","0.5","w","",""
"animation","10","88350","0.0-5.0-2.2","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","","","","","","","","223","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":53},{""stimulus"":""img/green_wl/2.jpg"",""time"":105},{""stimulus"":""img/green_wl/3.jpg"",""time"":158},{""stimulus"":""img/green_wl/4.jpg"",""time"":210},{""stimulus"":""img/green_wl/5.jpg"",""time"":258},{""stimulus"":""img/green_wl/6.jpg"",""time"":309},{""stimulus"":""img/green_wl/7.jpg"",""time"":357},{""stimulus"":""img/green_wl/8.jpg"",""time"":408},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":510},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]"
"image-keyboard-response","11","88694","0.0-5.0-1.3","5f2f86864fd821374b4367bc","bdp_lott","Mon Mar 27 2023 11:47:57 GMT-0700 (Pacific Daylight Time)","310830","green","red","","","","choice","","","343","","img/green_wl/choose11.jpg","2","222","red","0.5","0.5","0.5","w","",""
