"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","view_history","rt","event","trial","time","trialtype","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses","numBlurs"
"pavlovia","0","8","0.0-0.0","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","","","","","","","","","","","","","","","","",""
"instructions","1","3240","0.0-1.0","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","[{""page_index"":0,""viewing_time"":3229}]","3230","","","","","","","","","","","","","","","",""
"","","","","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","","fullscreenenter","2","4435","fullscreenenter","","","","","","","","","","","",""
"fullscreen","2","5421","0.0-2.0","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","","","","","","true","","","","","","","","","","",""
"","","","","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","","fullscreenexit","3","6366","fullscreenexit","","","","","","","","","","","",""
"instructions","3","8916","0.0-4.0","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","[{""page_index"":0,""viewing_time"":3491}]","3491","","","","","","","","","","","","","","","",""
"image-keyboard-response","4","10812","0.0-5.0-1.0","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","1894","","","","choice","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","w","","",""
"animation","5","11421","0.0-5.0-2.0","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","","","","","","","","","225","","","","","","[{""stimulus"":""img/green_wl/1.jpg"",""time"":58},{""stimulus"":""img/green_wl/2.jpg"",""time"":102},{""stimulus"":""img/green_wl/3.jpg"",""time"":157},{""stimulus"":""img/green_wl/4.jpg"",""time"":202},{""stimulus"":""img/green_wl/5.jpg"",""time"":260},{""stimulus"":""img/green_wl/6.jpg"",""time"":302},{""stimulus"":""img/green_wl/7.jpg"",""time"":351},{""stimulus"":""img/green_wl/8.jpg"",""time"":401},{""stimulus"":""img/green_wl/9.jpg"",""time"":451},{""stimulus"":""img/green_wl/10.jpg"",""time"":525},{""stimulus"":""img/green_wl/11.jpg"",""time"":551}]","[]",""
"image-keyboard-response","6","12801","0.0-5.0-1.1","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","1378","","","","choice","","img/green_wl/choose11.jpg","2","224","red","0.5","0.5","0.5","w","","",""
"animation","7","13402","0.0-5.0-2.1","63d428eb946e85527cfdf058","bdp_lott","Sat Mar 25 2023 19:32:10 GMT-0700 (Pacific Daylight Time)","257862","red","green","","","","","","","","","","224","","","","","","[{""stimulus"":""img/red_ww/1.jpg"",""time"":57},{""stimulus"":""img/red_ww/2.jpg"",""time"":101},{""stimulus"":""img/red_ww/3.jpg"",""time"":158},{""stimulus"":""img/red_ww/4.jpg"",""time"":208},{""stimulus"":""img/red_ww/5.jpg"",""time"":250},{""stimulus"":""img/red_ww/6.jpg"",""time"":300},{""stimulus"":""img/red_ww/7.jpg"",""time"":359},{""stimulus"":""img/red_ww/8.jpg"",""time"":425},{""stimulus"":""img/red_ww/9.jpg"",""time"":451},{""stimulus"":""img/red_ww/10.jpg"",""time"":506},{""stimulus"":""img/red_ww/11.jpg"",""time"":550}]","[]",""
