"event","trial","time","trialtype","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"focus","0","0","focusevent","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","pavlovia","0","15","0.0-0.0","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","instructions","1","5907","0.0-1.0","[{""page_index"":0,""viewing_time"":5892}]","5892","","","","","","","","","","",""
"fullscreenexit","2","8083","fullscreenexit","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","fullscreen","2","8881","0.0-2.0","","","true","","","","","","","","","",""
"","","","fullscreenfail","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","image-keyboard-response","3","12556","0.0-3.0-0.0","","3672","","","32","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","instructions","4","42018","0.0-4.0","[{""page_index"":0,""viewing_time"":29207}]","29207","","","","","","","","","","",""
"","","","choice","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","image-keyboard-response","5","44081","0.0-5.0-1.0","","2062","","img/red_ll/initchoose11.jpg","1","225","green","0.5","0.5","0.5","l","",""
"","","","","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","animation","6","44780","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/green_ll/1.jpg"",""time"":59},{""stimulus"":""img/green_ll/2.jpg"",""time"":108},{""stimulus"":""img/green_ll/3.jpg"",""time"":159},{""stimulus"":""img/green_ll/4.jpg"",""time"":218},{""stimulus"":""img/green_ll/5.jpg"",""time"":278},{""stimulus"":""img/green_ll/6.jpg"",""time"":338},{""stimulus"":""img/green_ll/7.jpg"",""time"":398},{""stimulus"":""img/green_ll/8.jpg"",""time"":458},{""stimulus"":""img/green_ll/9.jpg"",""time"":518},{""stimulus"":""img/green_ll/10.jpg"",""time"":579},{""stimulus"":""img/green_ll/11.jpg"",""time"":638}]","[]"
"","","","choice","6400f1783058946c2b4780cd","bdp_lott","Wed Mar 29 2023 10:08:45 GMT-0500 (Central Daylight Time)","300731","red","green","image-keyboard-response","7","46767","0.0-5.0-1.1","","1986","","img/green_ll/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
