"event","trial","time","trialtype","numBlurs","subject_id","task","startTime","totalTime","fairMachine","unfairMachine","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","success","stimulus","key_press","roundsLeft","chosen","pFairMachWin","pUnfairMachWin","pTrialWin","outcome","animation_sequence","responses"
"blur","0","0","blurevent","1","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","","","","","","","","","","","","","","","","",""
"focus","0","0","focusevent","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","","","","","","","","","","","","","","","","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","instructions","1","5583","0.0-1.0","[{""page_index"":0,""viewing_time"":5578}]","5578","","","","","","","","","","",""
"fullscreenenter","2","9590","fullscreenenter","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","","","","","","","","","","","","","","","","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","fullscreen","2","10579","0.0-2.0","","","true","","","","","","","","","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","instructions","3","70821","0.0-4.0","[{""page_index"":0,""viewing_time"":60240}]","60240","","","","","","","","","","",""
"","","","blurwarn","1","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","4","78086","0.0-5.0-0.0-0.0","","7262","","","49","","","","","","","",""
"","","","choice","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","5","81850","0.0-5.0-1.0","","3501","","img/red_ll/initchoose11.jpg","2","225","red","0.5","0.5","0.5","w","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","animation","6","82461","0.0-5.0-2.0","","","","","","225","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":63},{""stimulus"":""img/red_lw/2.jpg"",""time"":109},{""stimulus"":""img/red_lw/3.jpg"",""time"":155},{""stimulus"":""img/red_lw/4.jpg"",""time"":203},{""stimulus"":""img/red_lw/5.jpg"",""time"":267},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":360},{""stimulus"":""img/red_lw/8.jpg"",""time"":408},{""stimulus"":""img/red_lw/9.jpg"",""time"":454},{""stimulus"":""img/red_lw/10.jpg"",""time"":502},{""stimulus"":""img/red_lw/11.jpg"",""time"":563}]","[]"
"","","","choice","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","7","85100","0.0-5.0-1.1","","2637","","img/red_lw/choose11.jpg","2","224","red","0.5","0.5","0.5","l","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","animation","8","85713","0.0-5.0-2.1","","","","","","224","","","","","","[{""stimulus"":""img/red_ll/1.jpg"",""time"":65},{""stimulus"":""img/red_ll/2.jpg"",""time"":111},{""stimulus"":""img/red_ll/3.jpg"",""time"":158},{""stimulus"":""img/red_ll/4.jpg"",""time"":205},{""stimulus"":""img/red_ll/5.jpg"",""time"":253},{""stimulus"":""img/red_ll/6.jpg"",""time"":314},{""stimulus"":""img/red_ll/7.jpg"",""time"":362},{""stimulus"":""img/red_ll/8.jpg"",""time"":409},{""stimulus"":""img/red_ll/9.jpg"",""time"":457},{""stimulus"":""img/red_ll/10.jpg"",""time"":503},{""stimulus"":""img/red_ll/11.jpg"",""time"":566}]","[]"
"","","","choice","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","9","88340","0.0-5.0-1.2","","2625","","img/red_ll/choose11.jpg","2","223","red","0.5","0.5","0.5","w","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","animation","10","88950","0.0-5.0-2.2","","","","","","223","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":60},{""stimulus"":""img/red_lw/2.jpg"",""time"":108},{""stimulus"":""img/red_lw/3.jpg"",""time"":154},{""stimulus"":""img/red_lw/4.jpg"",""time"":202},{""stimulus"":""img/red_lw/5.jpg"",""time"":265},{""stimulus"":""img/red_lw/6.jpg"",""time"":312},{""stimulus"":""img/red_lw/7.jpg"",""time"":358},{""stimulus"":""img/red_lw/8.jpg"",""time"":406},{""stimulus"":""img/red_lw/9.jpg"",""time"":453},{""stimulus"":""img/red_lw/10.jpg"",""time"":517},{""stimulus"":""img/red_lw/11.jpg"",""time"":563}]","[]"
"","","","choice","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","11","91902","0.0-5.0-1.3","","2950","","img/red_lw/choose11.jpg","2","222","red","0.5","0.5","0.5","w","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","animation","12","92518","0.0-5.0-2.3","","","","","","222","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":67},{""stimulus"":""img/red_lw/2.jpg"",""time"":113},{""stimulus"":""img/red_lw/3.jpg"",""time"":160},{""stimulus"":""img/red_lw/4.jpg"",""time"":206},{""stimulus"":""img/red_lw/5.jpg"",""time"":253},{""stimulus"":""img/red_lw/6.jpg"",""time"":302},{""stimulus"":""img/red_lw/7.jpg"",""time"":365},{""stimulus"":""img/red_lw/8.jpg"",""time"":412},{""stimulus"":""img/red_lw/9.jpg"",""time"":457},{""stimulus"":""img/red_lw/10.jpg"",""time"":505},{""stimulus"":""img/red_lw/11.jpg"",""time"":552}]","[]"
"","","","choice","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","13","94526","0.0-5.0-1.4","","2006","","img/red_lw/choose11.jpg","2","221","red","0.5","0.5","0.5","w","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","animation","14","95132","0.0-5.0-2.4","","","","","","221","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":66},{""stimulus"":""img/red_lw/2.jpg"",""time"":114},{""stimulus"":""img/red_lw/3.jpg"",""time"":161},{""stimulus"":""img/red_lw/4.jpg"",""time"":209},{""stimulus"":""img/red_lw/5.jpg"",""time"":256},{""stimulus"":""img/red_lw/6.jpg"",""time"":304},{""stimulus"":""img/red_lw/7.jpg"",""time"":351},{""stimulus"":""img/red_lw/8.jpg"",""time"":416},{""stimulus"":""img/red_lw/9.jpg"",""time"":462},{""stimulus"":""img/red_lw/10.jpg"",""time"":510},{""stimulus"":""img/red_lw/11.jpg"",""time"":558}]","[]"
"","","","choice","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","image-keyboard-response","15","96955","0.0-5.0-1.5","","1821","","img/red_lw/choose11.jpg","2","220","red","0.5","0.5","0.5","w","",""
"","","","","","63e857fe022e159687d56f41","bdp_lott","Mon Mar 27 2023 16:40:50 GMT-0700 (Pacific Daylight Time)","384226","red","green","animation","16","97562","0.0-5.0-2.5","","","","","","220","","","","","","[{""stimulus"":""img/red_lw/1.jpg"",""time"":55},{""stimulus"":""img/red_lw/2.jpg"",""time"":104},{""stimulus"":""img/red_lw/3.jpg"",""time"":166},{""stimulus"":""img/red_lw/4.jpg"",""time"":215},{""stimulus"":""img/red_lw/5.jpg"",""time"":262},{""stimulus"":""img/red_lw/6.jpg"",""time"":308},{""stimulus"":""img/red_lw/7.jpg"",""time"":356},{""stimulus"":""img/red_lw/8.jpg"",""time"":403},{""stimulus"":""img/red_lw/9.jpg"",""time"":467},{""stimulus"":""img/red_lw/10.jpg"",""time"":513},{""stimulus"":""img/red_lw/11.jpg"",""time"":561}]","[]"
