"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","5","0.0-0.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","","","","","","","","","","","","","","",""
"","","","","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","blur","1","31965","blurevent","1","","","","","","","","","","","","",""
"","","","","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","focus","1","42799","focusevent","","","","","","","","","","","","","",""
"instructions","1","45075","0.0-1.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","","","[{""page_index"":0,""viewing_time"":45069}]","45069","","","","","","","","","","",""
"survey-text","2","90921","0.0-2.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","","","","45844","{""Q0"":""wp"",""Q1"":""jh"",""Q2"":""hg"",""Q3"":""wr"",""Q4"":""sd""}","","","","","","","","","",""
"","","","","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","fullscreenenter","3","92537","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","93533","0.0-3.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","","","","","","true","","","","","","","","",""
"instructions","4","105566","0.0-5.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","","","[{""page_index"":0,""viewing_time"":5022},{""page_index"":1,""viewing_time"":5522},{""page_index"":2,""viewing_time"":1487}]","12031","","","","","","","","","","",""
"image-keyboard-response","5","119880","0.0-6.0-0.0-0.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","blurwarn","1","","14311","","","","49","","","","","","",""
"html-keyboard-response","6","120636","0.0-6.0-1.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","122876","0.0-6.0-2.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","offer","","","2238","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>jh</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER"
"html-keyboard-response","8","123130","0.0-6.0-3.0","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>jh</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2",""
"html-keyboard-response","9","123635","0.0-6.0-1.1","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","125937","0.0-6.0-2.1","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","offer","","","2301","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>hg</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","OTHER"
"html-keyboard-response","11","126190","0.0-6.0-3.1","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>hg</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3",""
"html-keyboard-response","12","126694","0.0-6.0-1.2","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","128744","0.0-6.0-2.2","5f507fb3e29c991f68f5879a","bdp_sd","Tue Apr 11 2023 23:22:50 GMT-0500 (Central Daylight Time)","187587","","","","offer","","","2049","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>hg</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","OTHER"
