"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","2","0.0-0.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","","","","","","","","","","","","","","","",""
"instructions","1","3845","0.0-1.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","[{""page_index"":0,""viewing_time"":3843}]","3843","","","","","","","","","","","","","","",""
"survey-text","2","59419","0.0-2.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","55572","{""Q0"":""jf"",""Q1"":""ph"",""Q2"":""nf"",""Q3"":""jh"",""Q4"":""mh""}","","","","","","","","","","","","","",""
"","","","","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","","","fullscreenenter","3","62347","fullscreenenter","","","","","","","","","",""
"fullscreen","3","63329","0.0-3.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","","","","","","","true","","","","","","","","",""
"instructions","4","78980","0.0-5.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","[{""page_index"":0,""viewing_time"":5840},{""page_index"":1,""viewing_time"":6934},{""page_index"":2,""viewing_time"":2876}]","15650","","","","","","","","","","","","","","",""
"html-keyboard-response","5","79484","0.0-6.0-1.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","82267","0.0-6.0-2.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","2781","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>nf</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","OTHER"
"html-keyboard-response","7","82519","0.0-6.0-3.0","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>nf</font></div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3",""
"html-keyboard-response","8","83021","0.0-6.0-1.1","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","9","84729","0.0-6.0-2.1","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","1707","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>nf</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3","OTHER"
"html-keyboard-response","10","84981","0.0-6.0-3.1","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>nf</font></div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3",""
"html-keyboard-response","11","85483","0.0-6.0-1.2","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","12","88516","0.0-6.0-2.2","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","3032","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>mh</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","OTHER"
"html-keyboard-response","13","88769","0.0-6.0-3.2","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>mh</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"html-keyboard-response","14","89270","0.0-6.0-1.3","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","15","91363","0.0-6.0-2.3","63d3fb1c82d319ac2f752d80","bdp_sd","Wed Mar 29 2023 20:13:57 GMT-0400 (Eastern Daylight Time)","180294","","2091","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>mh</div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5","OTHER"
