"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","","","","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","pavlovia","0","9","0.0-0.0","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","instructions","1","3603","0.0-1.0","[{""page_index"":0,""viewing_time"":3591}]","3591","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","survey-text","2","49142","0.0-2.0","","45532","{""Q0"":""lily S"",""Q1"":""adam m"",""Q2"":""jen m"",""Q3"":""Tommy C"",""Q4"":""brian L""}","","","","","","","","","",""
"fullscreenexit","3","51827","fullscreenexit","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","","","","","","","","","","","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","fullscreen","3","52528","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","image-keyboard-response","4","54584","0.0-4.0-0.0","","2043","","","","32","","","","","","",""
"","","","","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","instructions","5","116977","0.0-5.0","[{""page_index"":0,""viewing_time"":9697},{""page_index"":1,""viewing_time"":21250},{""page_index"":2,""viewing_time"":31183}]","62130","","","","","","","","","","",""
"","","","FIX","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","html-keyboard-response","6","117501","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","html-keyboard-response","7","121549","0.0-6.0-2.0","","4035","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>adam m</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","OTHER"
"","","","offerFB","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","html-keyboard-response","8","121811","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>adam m</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"","","","FIX","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","html-keyboard-response","9","122326","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","html-keyboard-response","10","125864","0.0-6.0-2.1","","3532","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>brian L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","OTHER"
"","","","offerFB","60ed200c728ab881912aac11","bdp_sd","Mon Mar 27 2023 00:09:52 GMT-0400 (Eastern Daylight Time)","212140","html-keyboard-response","11","126123","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>brian L</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
