"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","","","","","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","instructions","1","1946","0.0-1.0","[{""page_index"":0,""viewing_time"":1943}]","1943","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","survey-text","2","128610","0.0-2.0","","126662","{""Q0"":""QT M"",""Q1"":""Dusty R"",""Q2"":""Josh A"",""Q3"":""Rose M"",""Q4"":""Jessika H""}","","","","","","","","","",""
"fullscreenexit","3","130297","fullscreenexit","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","","","","","","","","","","","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","fullscreen","3","131068","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","image-keyboard-response","4","132485","0.0-4.0-0.0","","1413","","","","32","","","","","","",""
"","","","","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","instructions","5","157996","0.0-5.0","[{""page_index"":0,""viewing_time"":4767},{""page_index"":1,""viewing_time"":15865},{""page_index"":2,""viewing_time"":4629}]","25261","","","","","","","","","","",""
"","","","FIX","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","html-keyboard-response","6","158497","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6162341a644c08d5cca4b7bb","bdp_sd","Fri Mar 24 2023 20:06:03 GMT-0400 (Eastern Daylight Time)","227118","html-keyboard-response","7","161116","0.0-6.0-2.0","","2618","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Josh A</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","SELF"
