"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","","","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","instructions","1","2045","0.0-1.0","[{""page_index"":0,""viewing_time"":2042}]","2042","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","survey-text","2","61538","0.0-2.0","","59491","{""Q0"":""Frank G"",""Q1"":""Jacquie P"",""Q2"":""Alissa F"",""Q3"":""Olivia F"",""Q4"":""Candice B""}","","","","","","","","","",""
"fullscreenexit","3","64061","fullscreenexit","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","","","","","","","","","","","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","fullscreen","3","64853","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","image-keyboard-response","4","66753","0.0-4.0-0.0","","1897","","","","32","","","","","","",""
"","","","","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","instructions","5","106624","0.0-5.0","[{""page_index"":0,""viewing_time"":11102},{""page_index"":1,""viewing_time"":17252},{""page_index"":2,""viewing_time"":11258}]","39613","","","","","","","","","","",""
"","","","FIX","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","html-keyboard-response","6","107125","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","html-keyboard-response","7","113884","0.0-6.0-2.0","","6756","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Alissa F</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","SELF"
"","","","offerFB","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","html-keyboard-response","8","114148","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Alissa F</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$41<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3",""
"","","","FIX","63b82398bbe6a599972413ad","bdp_sd","Tue Mar 28 2023 11:07:01 GMT-0400 (Eastern Daylight Time)","183698","html-keyboard-response","9","114654","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
