"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","8","0.0-0.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","","","","","","","","","","","","","","","","",""
"instructions","1","2357","0.0-1.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","[{""page_index"":0,""viewing_time"":2347}]","2348","","","","","","","","","","","","","","","",""
"","","","","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","","blur","2","7381","blurevent","1","","","","","","","","","","",""
"","","","","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","","focus","2","9537","focusevent","","","","","","","","","","","",""
"survey-text","2","90622","0.0-2.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","88263","","","","","","{""Q0"":""Roman F"",""Q1"":""Carl P"",""Q2"":""Jenny T"",""Q3"":""Mark G"",""Q4"":""Sebastian M""}","","","","","","","","","",""
"","","","","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","","fullscreenenter","3","92810","fullscreenenter","","","","","","","","","","","",""
"fullscreen","3","93790","0.0-3.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","","","","","","","","true","","","","","","","","",""
"instructions","4","170387","0.0-5.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","[{""page_index"":0,""viewing_time"":61940},{""page_index"":1,""viewing_time"":6207},{""page_index"":2,""viewing_time"":8448}]","76595","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","176196","0.0-6.0-0.0-0.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","5806","","","","blurwarn","1","","","","49","","","","","","",""
"html-keyboard-response","6","176953","0.0-6.0-1.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","185002","0.0-6.0-2.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","8048","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Carl P</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","SELF"
"html-keyboard-response","8","185256","0.0-6.0-3.0","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Carl P</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"html-keyboard-response","9","185758","0.0-6.0-1.1","63e5b3e89a3823139cb9d35e","bdp_sd","Mon Mar 27 2023 09:29:09 GMT-0600 (Central Standard Time)","240144","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
