"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","","","","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","pavlovia","0","5","0.0-0.0","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","instructions","1","3594","0.0-1.0","[{""page_index"":0,""viewing_time"":3589}]","3589","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","survey-text","2","194862","0.0-2.0","","191266","{""Q0"":""Frank E"",""Q1"":""David W"",""Q2"":""Anderson W"",""Q3"":""Jasun A"",""Q4"":""Gabrial J""}","","","","","","","","","",""
"fullscreenexit","3","203203","fullscreenexit","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","","","","","","","","","","","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","fullscreen","3","203991","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","image-keyboard-response","4","206449","0.0-4.0-0.0","","2454","","","","32","","","","","","",""
"","","","","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","instructions","5","327152","0.0-5.0","[{""page_index"":0,""viewing_time"":46650},{""page_index"":1,""viewing_time"":51351},{""page_index"":2,""viewing_time"":22448}]","120449","","","","","","","","","","",""
"","","","FIX","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","html-keyboard-response","6","327657","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","html-keyboard-response","7","330279","0.0-6.0-2.0","","2621","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Jasun A</div></div><div class='cr'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4","SELF"
"","","","offerFB","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","html-keyboard-response","8","330546","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Jasun A</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$40<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","1","40","55","4",""
"","","","FIX","63d9f31dba727de153019798","bdp_sd","Sun Apr 09 2023 18:52:41 GMT-0400 (Eastern Daylight Time)","407195","html-keyboard-response","9","331046","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
