"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","8","0.0-0.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","","","","","","","","","","","","","","",""
"","","","","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","blur","1","2016","blurevent","1","","","","","","","","","","","","",""
"","","","","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","focus","1","5760","focusevent","","","","","","","","","","","","","",""
"instructions","1","7863","0.0-1.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","","","[{""page_index"":0,""viewing_time"":7853}]","7853","","","","","","","","","","",""
"survey-text","2","89000","0.0-2.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","","","","81135","{""Q0"":""John H"",""Q1"":""Rachel L"",""Q2"":""Rebecca F"",""Q3"":""Kelly F"",""Q4"":""Susan O""}","","","","","","","","","",""
"","","","","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","fullscreenenter","3","90266","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","91257","0.0-3.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","","","","","","true","","","","","","","","",""
"instructions","4","121945","0.0-5.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","","","[{""page_index"":0,""viewing_time"":5679},{""page_index"":1,""viewing_time"":14550},{""page_index"":2,""viewing_time"":10455}]","30685","","","","","","","","","","",""
"image-keyboard-response","5","133525","0.0-6.0-0.0-0.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","blurwarn","1","","11576","","","","49","","","","","","",""
"html-keyboard-response","6","134279","0.0-6.0-1.0","636182d3f52ff78fc3f7de50","bdp_sd","Sun Mar 26 2023 16:01:35 GMT-0500 (Central Daylight Time)","181740","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
