"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","2","0.0-0.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","","","","","","","","","","","","","","","",""
"instructions","1","4481","0.0-1.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","[{""page_index"":0,""viewing_time"":4479}]","4479","","","","","","","","","","","","","","",""
"survey-text","2","120188","0.0-2.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","115705","{""Q0"":""Itzel L"",""Q1"":""Nick P"",""Q2"":""Jacob A"",""Q3"":""Mari U"",""Q4"":""Ryan W""}","","","","","","","","","","","","","",""
"","","","","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","","","fullscreenenter","3","123613","fullscreenenter","","","","","","","","","",""
"fullscreen","3","124606","0.0-3.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","","","","","","","true","","","","","","","","",""
"instructions","4","170159","0.0-5.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","[{""page_index"":0,""viewing_time"":16211},{""page_index"":1,""viewing_time"":16869},{""page_index"":2,""viewing_time"":12471}]","45552","","","","","","","","","","","","","","",""
"html-keyboard-response","5","170666","0.0-6.0-1.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","173049","0.0-6.0-2.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","2379","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Mari U</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4","SELF"
"html-keyboard-response","7","173315","0.0-6.0-3.0","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Mari U</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4",""
"html-keyboard-response","8","173821","0.0-6.0-1.1","63e857fe022e159687d56f41","bdp_sd","Mon Mar 27 2023 16:47:19 GMT-0700 (Pacific Daylight Time)","261805","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
