"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","","","","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","pavlovia","0","17","0.0-0.0","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","instructions","1","3280","0.0-1.0","[{""page_index"":0,""viewing_time"":3258}]","3261","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","survey-text","2","48182","0.0-2.0","","44895","{""Q0"":""amanda n"",""Q1"":""mel m"",""Q2"":""mark z"",""Q3"":""wayne w"",""Q4"":""traci t""}","","","","","","","","","",""
"fullscreenexit","3","50032","fullscreenexit","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","","","","","","","","","","","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","fullscreen","3","50788","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","image-keyboard-response","4","54429","0.0-4.0-0.0","","3634","","","","32","","","","","","",""
"","","","","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","instructions","5","84308","0.0-5.0","[{""page_index"":0,""viewing_time"":1326},{""page_index"":1,""viewing_time"":18784},{""page_index"":2,""viewing_time"":9512}]","29623","","","","","","","","","","",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","6","84824","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","7","90472","0.0-6.0-2.0","","5642","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>wayne w</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4","OTHER"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","8","90744","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>wayne w</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","9","91267","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","10","94519","0.0-6.0-2.1","","3247","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>traci t</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","OTHER"
"","","","offerFB","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","11","94795","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>traci t</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"","","","FIX","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","12","95299","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e885e4e1fc973179d56f63","bdp_sd","Sun Apr 09 2023 17:38:24 GMT-0500 (Central Daylight Time)","173082","html-keyboard-response","13","96831","0.0-6.0-2.2","","1528","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>wayne w</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","OTHER"
