"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","pavlovia","0","7","0.0-0.0","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","instructions","1","3071","0.0-1.0","[{""page_index"":0,""viewing_time"":3063}]","3063","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","survey-text","2","110136","0.0-2.0","","107063","{""Q0"":""Maya V"",""Q1"":""Sarah B"",""Q2"":""Kellen B"",""Q3"":""Francisco V"",""Q4"":""Nick K""}","","","","","","","","","",""
"fullscreenexit","3","112876","fullscreenexit","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","","","","","","","","","","","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","fullscreen","3","113641","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","image-keyboard-response","4","117656","0.0-4.0-0.0","","4013","","","","32","","","","","","",""
"","","","","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","instructions","5","140005","0.0-5.0","[{""page_index"":0,""viewing_time"":10176},{""page_index"":1,""viewing_time"":9362},{""page_index"":2,""viewing_time"":2549}]","22087","","","","","","","","","","",""
"","","","FIX","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","6","140518","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","7","146894","0.0-6.0-2.0","","6374","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Nick K</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5","SELF"
"","","","offerFB","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","8","147158","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Nick K</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","0","34","35","5",""
"","","","FIX","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","9","147678","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","10","156444","0.0-6.0-2.1","","8764","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Nick K</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF"
"","","","offerFB","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","11","156708","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Nick K</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5",""
"","","","FIX","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","12","157228","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","13","162567","0.0-6.0-2.2","","5338","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Kellen B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3","SELF"
"","","","offerFB","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","14","162838","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$24<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Kellen B</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3",""
"","","","FIX","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","15","163358","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","16","168743","0.0-6.0-2.3","","5385","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Kellen B</div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3","OTHER"
"","","","offerFB","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","17","168998","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Kellen B</font></div></div><div class='cr'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","1","41","75","3",""
"","","","FIX","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","18","169509","0.0-6.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","19","171417","0.0-6.0-2.4","","1908","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Nick K</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5","SELF"
"","","","offerFB","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","20","171667","0.0-6.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$47<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Nick K</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","0","47","50","5",""
"","","","FIX","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","21","172188","0.0-6.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6400f1783058946c2b4780cd","bdp_sd","Wed Mar 29 2023 10:23:54 GMT-0500 (Central Daylight Time)","253218","html-keyboard-response","22","175792","0.0-6.0-2.5","","3603","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Kellen B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER"
