"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","","","","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","instructions","1","2018","0.0-1.0","[{""page_index"":0,""viewing_time"":2017}]","2017","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","survey-text","2","146204","0.0-2.0","","144185","{""Q0"":""Jo B"",""Q1"":""Charlotte D"",""Q2"":""Schuyler H"",""Q3"":""Ayana A"",""Q4"":""Mint. P""}","","","","","","","","","",""
"fullscreenexit","3","147727","fullscreenexit","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","","","","","","","","","","","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","fullscreen","3","148725","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","image-keyboard-response","4","150939","0.0-4.0-0.0","","2213","","","","32","","","","","","",""
"","","","","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","instructions","5","197825","0.0-5.0","[{""page_index"":0,""viewing_time"":9406},{""page_index"":1,""viewing_time"":27818},{""page_index"":2,""viewing_time"":9411}]","46635","","","","","","","","","","",""
"","","","FIX","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","html-keyboard-response","6","198326","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","6320e37620d067c7d322246a","bdp_sd","Mon Apr 10 2023 21:20:45 GMT-0400 (Eastern Daylight Time)","281119","html-keyboard-response","7","200456","0.0-6.0-2.0","","2129","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Ayana A</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","SELF"
