"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","2","0.0-0.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","","","","","","","","","","","","","","","","",""
"instructions","1","1488","0.0-1.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","[{""page_index"":0,""viewing_time"":1485}]","1485","","","","","","","","","","","","","","","",""
"","","","","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","","blur","2","2744","blurevent","1","","","","","","","","","","",""
"","","","","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","","focus","2","5764","focusevent","","","","","","","","","","","",""
"survey-text","2","26313","0.0-2.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","24823","","","","","","{""Q0"":""Luca V"",""Q1"":""Sylva L"",""Q2"":""Michael G"",""Q3"":""Erin C"",""Q4"":""Ryan S""}","","","","","","","","","",""
"","","","","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","","fullscreenenter","3","27404","fullscreenenter","","","","","","","","","","","",""
"fullscreen","3","28402","0.0-3.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","","","","","","","","true","","","","","","","","",""
"instructions","4","31347","0.0-5.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","[{""page_index"":0,""viewing_time"":684},{""page_index"":1,""viewing_time"":1716},{""page_index"":2,""viewing_time"":543}]","2943","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","40231","0.0-6.0-0.0-0.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","8881","","","","blurwarn","1","","","","49","","","","","","",""
"html-keyboard-response","6","40996","0.0-6.0-1.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","42585","0.0-6.0-2.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","1587","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Ryan S</div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5","OTHER"
"html-keyboard-response","8","42851","0.0-6.0-3.0","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Ryan S</font></div></div><div class='cr'><div class='vertical-center'>$47<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$47<br>for<br>yourself","$50<br>for<br>5","1","47","50","5",""
"html-keyboard-response","9","43363","0.0-6.0-1.1","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","44329","0.0-6.0-2.1","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","964","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Sylva L</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","SELF"
"html-keyboard-response","11","44595","0.0-6.0-3.1","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Sylva L</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"html-keyboard-response","12","45105","0.0-6.0-1.2","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","45796","0.0-6.0-2.2","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","688","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Ryan S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF"
"html-keyboard-response","14","46049","0.0-6.0-3.2","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Ryan S</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"html-keyboard-response","15","46563","0.0-6.0-1.3","63ea4164c5b33a0d13129c84","bdp_sd","Mon Mar 27 2023 16:06:44 GMT-0400 (Eastern Daylight Time)","82437","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
