"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","","","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","instructions","1","2181","0.0-1.0","[{""page_index"":0,""viewing_time"":2176}]","2177","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","survey-text","2","146604","0.0-2.0","","144420","{""Q0"":""jhon"",""Q1"":""blake"",""Q2"":""thamas"",""Q3"":""kate"",""Q4"":""tom""}","","","","","","","","","",""
"fullscreenexit","3","149276","fullscreenexit","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","","","","","","","","","","","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","fullscreen","3","150069","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","image-keyboard-response","4","152310","0.0-4.0-0.0","","2237","","","","32","","","","","","",""
"","","","","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","instructions","5","160921","0.0-5.0","[{""page_index"":0,""viewing_time"":3542},{""page_index"":1,""viewing_time"":2573},{""page_index"":2,""viewing_time"":2236}]","8352","","","","","","","","","","",""
"","","","FIX","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","6","161439","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","7","168535","0.0-6.0-2.0","","7092","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>tom</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5","SELF"
"","","","offerFB","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","8","168788","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>tom</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5",""
"","","","FIX","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","9","169300","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","10","171736","0.0-6.0-2.1","","2433","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>tom</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","SELF"
"","","","offerFB","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","11","171997","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>tom</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5",""
"","","","FIX","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","12","172498","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","13","174263","0.0-6.0-2.2","","1762","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>tom</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","SELF"
"","","","offerFB","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","14","174517","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>tom</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","FIX","627ea14463f25dce42e73d51","bdp_sd","Sun Mar 26 2023 12:58:38 GMT-0400 (Eastern Daylight Time)","219722","html-keyboard-response","15","175018","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
