"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","3","0.0-0.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","","","","","","","","","","","","","","","",""
"instructions","1","1181","0.0-1.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","[{""page_index"":0,""viewing_time"":1177}]","1177","","","","","","","","","","","","","","","",""
"","","","","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","blur","2","47013","blurevent","1","","","","","","","","","","",""
"","","","","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","focus","2","56532","focusevent","","","","","","","","","","","",""
"","","","","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","blur","2","129412","blurevent","","","","","","","","","","","",""
"","","","","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","focus","2","146535","focusevent","","","","","","","","","","","",""
"survey-text","2","152628","0.0-2.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","151445","","","","","","{""Q0"":""Janet S"",""Q1"":""Cole S"",""Q2"":""Chanthip M"",""Q3"":""John R"",""Q4"":""Wichuda J""}","","","","","","","","","",""
"","","","","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","fullscreenenter","3","154055","fullscreenenter","","","","","","","","","","","",""
"fullscreen","3","155050","0.0-3.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","","","","","","","","true","","","","","","","","",""
"instructions","4","172204","0.0-5.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","[{""page_index"":0,""viewing_time"":8744},{""page_index"":1,""viewing_time"":7087},{""page_index"":2,""viewing_time"":1320}]","17151","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","175606","0.0-6.0-0.0-0.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","3399","","","","blurwarn","1","","","","49","","","","","","",""
"html-keyboard-response","6","176362","0.0-6.0-1.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","178444","0.0-6.0-2.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","2080","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Cole S</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","OTHER"
"html-keyboard-response","8","178698","0.0-6.0-3.0","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Cole S</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"html-keyboard-response","9","179202","0.0-6.0-1.1","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","182100","0.0-6.0-2.1","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","2896","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Wichuda J</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"html-keyboard-response","11","182355","0.0-6.0-3.1","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Wichuda J</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"html-keyboard-response","12","182858","0.0-6.0-1.2","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","184700","0.0-6.0-2.2","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","1840","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Chanthip M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br>for<br>yourself","$50<br>for<br>3","0","27","50","3","OTHER"
"html-keyboard-response","14","184955","0.0-6.0-3.2","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Chanthip M</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","0","27","50","3",""
"html-keyboard-response","15","185459","0.0-6.0-1.3","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","187285","0.0-6.0-2.3","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","1825","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Chanthip M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"html-keyboard-response","17","187541","0.0-6.0-3.3","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Chanthip M</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"html-keyboard-response","18","188043","0.0-6.0-1.4","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","189324","0.0-6.0-2.4","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","1279","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Janet S</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER"
"html-keyboard-response","20","189579","0.0-6.0-3.4","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Janet S</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1",""
"html-keyboard-response","21","190083","0.0-6.0-1.5","62e19208352cd518d7b2f085","bdp_sd","Sat Mar 25 2023 19:40:37 GMT-0400 (Eastern Daylight Time)","248004","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
