"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","","","","","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","instructions","1","1241","0.0-1.0","[{""page_index"":0,""viewing_time"":1235}]","1235","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","survey-text","2","98675","0.0-2.0","","97434","{""Q0"":""Joseph J"",""Q1"":""Ryan A"",""Q2"":""Dalton s"",""Q3"":""Gayle N"",""Q4"":""Rhoda L""}","","","","","","","","","",""
"fullscreenexit","3","100882","fullscreenexit","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","","","","","","","","","","","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","fullscreen","3","101678","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","image-keyboard-response","4","106745","0.0-4.0-0.0","","5062","","","","32","","","","","","",""
"","","","","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","instructions","5","290594","0.0-5.0","[{""page_index"":0,""viewing_time"":9089},{""page_index"":1,""viewing_time"":165119},{""page_index"":2,""viewing_time"":9376}]","183584","","","","","","","","","","",""
"","","","FIX","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","html-keyboard-response","6","291111","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","html-keyboard-response","7","293322","0.0-6.0-2.0","","2206","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Ryan A</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","OTHER"
"","","","offerFB","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","html-keyboard-response","8","293589","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Ryan A</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"","","","FIX","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","html-keyboard-response","9","294104","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","html-keyboard-response","10","296216","0.0-6.0-2.1","","2111","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Gayle N</div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4","OTHER"
"","","","offerFB","636598a7a571403968d03bf2","bdp_sd","Wed Mar 29 2023 18:34:57 GMT-0400 (Eastern Daylight Time)","373093","html-keyboard-response","11","296478","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Gayle N</font></div></div><div class='cr'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","1","19","25","4",""
