"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen","numBlurs"
"pavlovia","0","2","0.0-0.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","","","","","","","","","","","","","","","","",""
"instructions","1","1069","0.0-1.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","[{""page_index"":0,""viewing_time"":1066}]","1067","","","","","","","","","","","","","","","",""
"survey-text","2","57016","0.0-2.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","55944","{""Q0"":""Ryan A"",""Q1"":""Beverly C"",""Q2"":""Hilary B"",""Q3"":""Joanna C"",""Q4"":""Taylor F""}","","","","","","","","","","","","","","",""
"","","","","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","","","fullscreenenter","3","59689","fullscreenenter","","","","","","","","","","",""
"fullscreen","3","60646","0.0-3.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","","","","","","","true","","","","","","","","","",""
"instructions","4","74333","0.0-5.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","[{""page_index"":0,""viewing_time"":4948},{""page_index"":1,""viewing_time"":7246},{""page_index"":2,""viewing_time"":1491}]","13685","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","74835","0.0-6.0-1.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","6","78600","0.0-6.0-2.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","3765","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Ryan A</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","OTHER",""
"html-keyboard-response","7","78854","0.0-6.0-3.0","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Ryan A</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","",""
"html-keyboard-response","8","79356","0.0-6.0-1.1","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","9","85004","0.0-6.0-2.1","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","5646","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Joanna C</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","OTHER",""
"html-keyboard-response","10","85258","0.0-6.0-3.1","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Joanna C</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","",""
"html-keyboard-response","11","85760","0.0-6.0-1.2","60fcf7102d7c9907d95a0920","bdp_sd","Thu Apr 13 2023 10:04:57 GMT-0700 (PDT)","153469","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
