"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","","","","","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","instructions","1","1938","0.0-1.0","[{""page_index"":0,""viewing_time"":1936}]","1937","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","survey-text","2","179905","0.0-2.0","","177966","{""Q0"":""Dani B"",""Q1"":""Corwyn J"",""Q2"":""Colby R"",""Q3"":""Ben S"",""Q4"":""Khalil W""}","","","","","","","","","",""
"fullscreenexit","3","181444","fullscreenexit","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","","","","","","","","","","","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","fullscreen","3","182269","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","image-keyboard-response","4","184921","0.0-4.0-0.0","","2651","","","","32","","","","","","",""
"","","","","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","instructions","5","210953","0.0-5.0","[{""page_index"":0,""viewing_time"":6689},{""page_index"":1,""viewing_time"":11286},{""page_index"":2,""viewing_time"":7795}]","25770","","","","","","","","","","",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","6","211458","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","7","214381","0.0-6.0-2.0","","2922","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Khalil W</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"","","","offerFB","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","8","214644","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Khalil W</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","9","215153","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","10","216468","0.0-6.0-2.1","","1315","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Khalil W</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","SELF"
"","","","offerFB","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","11","216732","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Khalil W</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","12","217242","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","13","218814","0.0-6.0-2.2","","1571","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Colby R</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","OTHER"
"","","","offerFB","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","14","219066","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Colby R</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3",""
"","","","FIX","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","15","219574","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","16","220898","0.0-6.0-2.3","","1323","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Khalil W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5","SELF"
"","","","offerFB","63d40583fbdb78bfb9b0d3a4","bdp_sd","Sun Mar 26 2023 18:55:28 GMT-0400 (Eastern Daylight Time)","277947","html-keyboard-response","17","221150","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Khalil W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","0","54","60","5",""
