"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","3","0.0-0.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","","","","","","","","","","","","","","","",""
"instructions","1","3587","0.0-1.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","[{""page_index"":0,""viewing_time"":3583}]","3583","","","","","","","","","","","","","","",""
"survey-text","2","86713","0.0-2.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","83124","{""Q0"":""Hudson M"",""Q1"":""Isla M "",""Q2"":""Nancy C"",""Q3"":""Bobby M"",""Q4"":""Bob P""}","","","","","","","","","","","","","",""
"","","","","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","","","fullscreenenter","3","88638","fullscreenenter","","","","","","","","","",""
"fullscreen","3","89634","0.0-3.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","","","","","","","true","","","","","","","","",""
"instructions","4","176440","0.0-5.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","[{""page_index"":0,""viewing_time"":9215},{""page_index"":1,""viewing_time"":37645},{""page_index"":2,""viewing_time"":39945}]","86805","","","","","","","","","","","","","","",""
"html-keyboard-response","5","176951","0.0-6.0-1.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","6","183900","0.0-6.0-2.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","6948","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Bobby M</div></div><div class='cr'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4","SELF"
"html-keyboard-response","7","184160","0.0-6.0-3.0","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Bobby M</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$69<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$69<br>for<br>yourself","$85<br>for<br>4","1","69","85","4",""
"html-keyboard-response","8","184671","0.0-6.0-1.1","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","9","189641","0.0-6.0-2.1","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","4969","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Bob P</div></div><div class='cr'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5","SELF"
"html-keyboard-response","10","189901","0.0-6.0-3.1","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Bob P</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","1","28","30","5",""
"html-keyboard-response","11","190407","0.0-6.0-1.2","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","12","193821","0.0-6.0-2.2","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","3413","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Bobby M</div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","SELF"
"html-keyboard-response","13","194079","0.0-6.0-3.2","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Bobby M</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4",""
"html-keyboard-response","14","194592","0.0-6.0-1.3","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","15","198825","0.0-6.0-2.3","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","4231","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Nancy C</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3","SELF"
"html-keyboard-response","16","199089","0.0-6.0-3.3","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Nancy C</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","1","25","60","3",""
"html-keyboard-response","17","199600","0.0-6.0-1.4","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","18","201672","0.0-6.0-2.4","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","2070","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Bob P</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","SELF"
"html-keyboard-response","19","201928","0.0-6.0-3.4","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Bob P</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5",""
"html-keyboard-response","20","202441","0.0-6.0-1.5","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","21","204287","0.0-6.0-2.5","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","1845","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Bob P</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","SELF"
"html-keyboard-response","22","204541","0.0-6.0-3.5","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Bob P</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5",""
"html-keyboard-response","23","205047","0.0-6.0-1.6","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","24","208055","0.0-6.0-2.6","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","3007","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Isla M </div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","SELF"
"html-keyboard-response","25","208313","0.0-6.0-3.6","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Isla M </div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$11<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"html-keyboard-response","26","208824","0.0-6.0-1.7","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","27","211127","0.0-6.0-2.7","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","2301","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Bob P</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","SELF"
"html-keyboard-response","28","211384","0.0-6.0-3.7","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Bob P</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"html-keyboard-response","29","211894","0.0-6.0-1.8","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","30","216052","0.0-6.0-2.8","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","4157","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Isla M </div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2","SELF"
"html-keyboard-response","31","216312","0.0-6.0-3.8","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$15<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>Isla M </div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","0","15","35","2",""
"html-keyboard-response","32","216824","0.0-6.0-1.9","63f794e7d8d24753edbbb136","bdp_sd","Sun Mar 26 2023 08:26:06 GMT-0400 (Eastern Daylight Time)","264370","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
