"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","pavlovia","0","4","0.0-0.0","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","instructions","1","4304","0.0-1.0","[{""page_index"":0,""viewing_time"":4299}]","4299","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","survey-text","2","71785","0.0-2.0","","67478","{""Q0"":""ADAM"",""Q1"":""BRADY"",""Q2"":""EMILY"",""Q3"":""MARC"",""Q4"":""BELLA""}","","","","","","","","","",""
"fullscreenexit","3","74238","fullscreenexit","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","","","","","","","","","","","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","fullscreen","3","74989","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","image-keyboard-response","4","77015","0.0-4.0-0.0","","2018","","","","32","","","","","","",""
"","","","","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","instructions","5","88708","0.0-5.0","[{""page_index"":0,""viewing_time"":6022},{""page_index"":1,""viewing_time"":3045},{""page_index"":2,""viewing_time"":2371}]","11439","","","","","","","","","","",""
"","","","FIX","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","html-keyboard-response","6","89221","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63ea4301f63c1d26f0ff83e9","bdp_sd","Mon Mar 27 2023 07:53:21 GMT-0400 (Eastern Daylight Time)","157821","html-keyboard-response","7","92414","0.0-6.0-2.0","","3186","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>BRADY</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2","OTHER"
