"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","5","0.0-0.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","","","","","","","","","","","","","","","","",""
"instructions","1","2853","0.0-1.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","[{""page_index"":0,""viewing_time"":2847}]","2847","","","","","","","","","","","","","","","",""
"","","","","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","","blur","2","4434","blurevent","1","","","","","","","","","","",""
"","","","","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","","focus","2","9100","focusevent","","","","","","","","","","","",""
"survey-text","2","164756","0.0-2.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","161902","","","","","","{""Q0"":""Jacob R"",""Q1"":""Ethan D"",""Q2"":""Mason F"",""Q3"":""Trace S"",""Q4"":""Dean N""}","","","","","","","","","",""
"","","","","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","","fullscreenenter","3","165889","fullscreenenter","","","","","","","","","","","",""
"fullscreen","3","166882","0.0-3.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","","","","","","","","true","","","","","","","","",""
"instructions","4","176970","0.0-5.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","[{""page_index"":0,""viewing_time"":2383},{""page_index"":1,""viewing_time"":6912},{""page_index"":2,""viewing_time"":792}]","10087","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","185069","0.0-6.0-0.0-0.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","8097","","","","blurwarn","1","","","","49","","","","","","",""
"html-keyboard-response","6","185825","0.0-6.0-1.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","189450","0.0-6.0-2.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","3624","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Mason F</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$41<br>for<br>yourself","$75<br>for<br>3","0","41","75","3","OTHER"
"html-keyboard-response","8","189702","0.0-6.0-3.0","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$41<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Mason F</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$41<br>for<br>yourself","$75<br>for<br>3","0","41","75","3",""
"html-keyboard-response","9","190204","0.0-6.0-1.1","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","191754","0.0-6.0-2.1","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","1549","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Dean N</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$55<br>for<br>5","0","54","55","5","SELF"
"html-keyboard-response","11","192006","0.0-6.0-3.1","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Dean N</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","0","54","55","5",""
"html-keyboard-response","12","192508","0.0-6.0-1.2","5ec0aeb3d216ee36d856ead2","bdp_sd","Sat Mar 25 2023 23:52:28 GMT-0400 (Eastern Daylight Time)","247535","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
