"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","","","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","pavlovia","0","8","0.0-0.0","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","instructions","1","688","0.0-1.0","[{""page_index"":0,""viewing_time"":680}]","680","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","survey-text","2","60676","0.0-2.0","","59985","{""Q0"":""ari d"",""Q1"":""pepper l"",""Q2"":""nadiya m"",""Q3"":""kai t"",""Q4"":""ree b""}","","","","","","","","","",""
"fullscreenexit","3","63654","fullscreenexit","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","","","","","","","","","","","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","fullscreen","3","64453","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","image-keyboard-response","4","65808","0.0-4.0-0.0","","1348","","","","32","","","","","","",""
"","","","","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","instructions","5","119698","0.0-5.0","[{""page_index"":0,""viewing_time"":31314},{""page_index"":1,""viewing_time"":8839},{""page_index"":2,""viewing_time"":13480}]","53634","","","","","","","","","","",""
"","","","FIX","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","html-keyboard-response","6","120206","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f78c9346da47f7f8f3aef9","bdp_sd","Sun Apr 09 2023 16:56:03 GMT-0600 (Mountain Daylight Time)","174748","html-keyboard-response","7","122433","0.0-6.0-2.0","","2220","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>pepper l</div></div><div class='cr'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$33<br>for<br>yourself","$80<br>for<br>2","1","33","80","2","OTHER"
