"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","","","","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","instructions","1","2800","0.0-1.0","[{""page_index"":0,""viewing_time"":2795}]","2796","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","survey-text","2","84321","0.0-2.0","","81520","{""Q0"":""Ellie S"",""Q1"":""Kari D"",""Q2"":""Libby H"",""Q3"":""Lani M"",""Q4"":""Susan M""}","","","","","","","","","",""
"fullscreenexit","3","86973","fullscreenexit","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","","","","","","","","","","","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","fullscreen","3","87668","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","image-keyboard-response","4","89047","0.0-4.0-0.0","","1374","","","","32","","","","","","",""
"","","","","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","instructions","5","120520","0.0-5.0","[{""page_index"":0,""viewing_time"":8635},{""page_index"":1,""viewing_time"":12919},{""page_index"":2,""viewing_time"":9660}]","31214","","","","","","","","","","",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","6","121032","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","7","124611","0.0-6.0-2.0","","3577","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Kari D</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","8","124865","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Kari D</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","9","125370","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","10","128081","0.0-6.0-2.1","","2711","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Susan M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","SELF"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","11","128347","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$28<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Susan M</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","12","128847","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","13","132490","0.0-6.0-2.2","","3641","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Susan M</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","14","132742","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Susan M</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","15","133245","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","16","137350","0.0-6.0-2.3","","4105","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Libby H</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","SELF"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","17","137605","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Libby H</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$24<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","18","138109","0.0-6.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","19","139941","0.0-6.0-2.4","","1830","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Lani M</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4","SELF"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","20","140200","0.0-6.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Lani M</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","1","25","30","4",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","21","140706","0.0-6.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","22","142801","0.0-6.0-2.5","","2094","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Susan M</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5","SELF"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","23","143055","0.0-6.0-3.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Susan M</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5",""
"","","","FIX","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","24","143561","0.0-6.0-1.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","25","146129","0.0-6.0-2.6","","2567","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Libby H</div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3","OTHER"
"","","","offerFB","5bbc4bd1f83ac60001fe665e","bdp_sd","Sat Mar 25 2023 18:56:59 GMT-0700 (Pacific Daylight Time)","219172","html-keyboard-response","26","146384","0.0-6.0-3.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Libby H</font></div></div><div class='cr'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","1","14","25","3",""
