"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","pavlovia","0","9","0.0-0.0","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","instructions","1","2205","0.0-1.0","[{""page_index"":0,""viewing_time"":2194}]","2194","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","survey-text","2","135899","0.0-2.0","","133691","{""Q0"":""Alberta F"",""Q1"":""Raphael S"",""Q2"":""Rechael S"",""Q3"":""Bryan H"",""Q4"":""Alice L""}","","","","","","","","","",""
"fullscreenexit","3","141791","fullscreenexit","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","","","","","","","","","","","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","fullscreen","3","142313","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","image-keyboard-response","4","146814","0.0-4.0-0.0","","4495","","","","32","","","","","","",""
"","","","","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","instructions","5","218940","0.0-5.0","[{""page_index"":0,""viewing_time"":13177},{""page_index"":1,""viewing_time"":42614},{""page_index"":2,""viewing_time"":16070}]","71861","","","","","","","","","","",""
"","","","FIX","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","html-keyboard-response","6","219444","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","632aaef27780d596dc7e0a9f","bdp_sd","Wed Mar 29 2023 14:32:15 GMT-0500 (Central Daylight Time)","306772","html-keyboard-response","7","228700","0.0-6.0-2.0","","9251","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Alice L</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","0","80","85","5","OTHER"
