"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen","numBlurs"
"pavlovia","0","4","0.0-0.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","","","","","","","","","","","","","","","","",""
"instructions","1","1207","0.0-1.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","[{""page_index"":0,""viewing_time"":1202}]","1203","","","","","","","","","","","","","","","",""
"survey-text","2","103788","0.0-2.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","102579","{""Q0"":""Abby M"",""Q1"":""Jasmine B"",""Q2"":""Ellis G"",""Q3"":""Anastasia H"",""Q4"":""Vanessa C""}","","","","","","","","","","","","","","",""
"","","","","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","","","fullscreenenter","3","105556","fullscreenenter","","","","","","","","","","",""
"fullscreen","3","106486","0.0-3.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","","","","","","","true","","","","","","","","","",""
"instructions","4","124353","0.0-5.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","[{""page_index"":0,""viewing_time"":5733},{""page_index"":1,""viewing_time"":8744},{""page_index"":2,""viewing_time"":3387}]","17865","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","124855","0.0-6.0-1.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","6","126473","0.0-6.0-2.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1615","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Vanessa C</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","SELF",""
"html-keyboard-response","7","126727","0.0-6.0-3.0","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Vanessa C</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","1","54","55","5","",""
"html-keyboard-response","8","127229","0.0-6.0-1.1","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","9","131035","0.0-6.0-2.1","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","3805","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>Anastasia H</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4","OTHER",""
"html-keyboard-response","10","131288","0.0-6.0-3.1","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$40<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Anastasia H</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$40<br>for<br>yourself","$55<br>for<br>4","0","40","55","4","",""
"html-keyboard-response","11","131791","0.0-6.0-1.2","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","12","133179","0.0-6.0-2.2","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1387","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Anastasia H</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","SELF",""
"html-keyboard-response","13","133435","0.0-6.0-3.2","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Anastasia H</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","",""
"html-keyboard-response","14","133937","0.0-6.0-1.3","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","15","136483","0.0-6.0-2.3","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","2545","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Anastasia H</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","SELF",""
"html-keyboard-response","16","136736","0.0-6.0-3.3","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Anastasia H</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","",""
"html-keyboard-response","17","137241","0.0-6.0-1.4","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","18","139084","0.0-6.0-2.4","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1838","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Ellis G</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER",""
"html-keyboard-response","19","139336","0.0-6.0-3.4","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Ellis G</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","",""
"html-keyboard-response","20","139838","0.0-6.0-1.5","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","21","141701","0.0-6.0-2.5","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1862","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Vanessa C</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","SELF",""
"html-keyboard-response","22","141954","0.0-6.0-3.5","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Vanessa C</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","",""
"html-keyboard-response","23","142456","0.0-6.0-1.6","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","24","144230","0.0-6.0-2.6","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1772","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Vanessa C</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","OTHER",""
"html-keyboard-response","25","144483","0.0-6.0-3.6","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$28<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Vanessa C</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$28<br>for<br>yourself","$30<br>for<br>5","0","28","30","5","",""
"html-keyboard-response","26","144985","0.0-6.0-1.7","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","27","146390","0.0-6.0-2.7","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1403","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Anastasia H</div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","OTHER",""
"html-keyboard-response","28","146644","0.0-6.0-3.7","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Anastasia H</font></div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","",""
"html-keyboard-response","29","147149","0.0-6.0-1.8","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","30","148957","0.0-6.0-2.8","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1806","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Anastasia H</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","SELF",""
"html-keyboard-response","31","149210","0.0-6.0-3.8","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Anastasia H</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","",""
"html-keyboard-response","32","149712","0.0-6.0-1.9","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","33","151380","0.0-6.0-2.9","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","1667","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Jasmine B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER",""
"html-keyboard-response","34","151633","0.0-6.0-3.9","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Jasmine B</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","",""
"html-keyboard-response","35","152135","0.0-6.0-1.10","60ff4339f5ffb265d16b144f","bdp_sd","Mon Mar 27 2023 16:31:28 GMT-0400 (Eastern Daylight Time)","194978","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
