"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","","","","","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","pavlovia","0","2","0.0-0.0","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","instructions","1","1782","0.0-1.0","[{""page_index"":0,""viewing_time"":1780}]","1780","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","survey-text","2","177109","0.0-2.0","","175326","{""Q0"":""James A"",""Q1"":""David D"",""Q2"":""Jessica L"",""Q3"":""Frank O"",""Q4"":""Danielle T""}","","","","","","","","","",""
"fullscreenexit","3","178554","fullscreenexit","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","","","","","","","","","","","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","fullscreen","3","179316","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","image-keyboard-response","4","180462","0.0-4.0-0.0","","1144","","","","32","","","","","","",""
"","","","","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","instructions","5","209488","0.0-5.0","[{""page_index"":0,""viewing_time"":4048},{""page_index"":1,""viewing_time"":19395},{""page_index"":2,""viewing_time"":5320}]","28763","","","","","","","","","","",""
"","","","FIX","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","html-keyboard-response","6","210001","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","html-keyboard-response","7","216286","0.0-6.0-2.0","","6284","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>Frank O</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4","OTHER"
"","","","offerFB","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","html-keyboard-response","8","216545","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>Frank O</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","0","55","75","4",""
"","","","FIX","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","html-keyboard-response","9","217060","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5d9303bbc400a90018821b13","bdp_sd","Sat Mar 25 2023 19:48:08 GMT-0400 (Eastern Daylight Time)","274465","html-keyboard-response","10","218756","0.0-6.0-2.1","","1695","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Danielle T</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF"
