"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","3","0.0-0.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","","","","","","","","","","","","","","",""
"","","","","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","blur","1","4506","blurevent","1","","","","","","","","","","","","",""
"","","","","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","focus","1","6088","focusevent","","","","","","","","","","","","","",""
"instructions","1","7435","0.0-1.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","","","[{""page_index"":0,""viewing_time"":7432}]","7432","","","","","","","","","","",""
"survey-text","2","154269","0.0-2.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","","","","146832","{""Q0"":""Finn P"",""Q1"":""Timi M"",""Q2"":""Ro B"",""Q3"":""Joey W"",""Q4"":""Tamara K""}","","","","","","","","","",""
"","","","","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","fullscreenenter","3","157051","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","158031","0.0-3.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","","","","","","true","","","","","","","","",""
"instructions","4","205811","0.0-5.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","","","[{""page_index"":0,""viewing_time"":13304},{""page_index"":1,""viewing_time"":27412},{""page_index"":2,""viewing_time"":7063}]","47779","","","","","","","","","","",""
"image-keyboard-response","5","229048","0.0-6.0-0.0-0.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","blurwarn","1","","23234","","","","49","","","","","","",""
"html-keyboard-response","6","229800","0.0-6.0-1.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","233665","0.0-6.0-2.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offer","","","3863","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Ro B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER"
"html-keyboard-response","8","233918","0.0-6.0-3.0","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Ro B</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"html-keyboard-response","9","234420","0.0-6.0-1.1","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","236935","0.0-6.0-2.1","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offer","","","2514","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Joey W</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4","SELF"
"html-keyboard-response","11","237188","0.0-6.0-3.1","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Joey W</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$55<br>for<br>yourself","$75<br>for<br>4","1","55","75","4",""
"html-keyboard-response","12","237690","0.0-6.0-1.2","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","240500","0.0-6.0-2.2","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offer","","","2809","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Ro B</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"html-keyboard-response","14","240754","0.0-6.0-3.2","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Ro B</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"html-keyboard-response","15","241256","0.0-6.0-1.3","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","243284","0.0-6.0-2.3","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offer","","","2028","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Joey W</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","SELF"
"html-keyboard-response","17","243536","0.0-6.0-3.3","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$19<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Joey W</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4",""
"html-keyboard-response","18","244039","0.0-6.0-1.4","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","246037","0.0-6.0-2.4","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offer","","","1998","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$50<br>for<br>Joey W</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4","OTHER"
"html-keyboard-response","20","246289","0.0-6.0-3.4","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Joey W</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","1","34","50","4",""
"html-keyboard-response","21","246790","0.0-6.0-1.5","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","22","248151","0.0-6.0-2.5","60beba435afc451476fa7781","bdp_sd","Wed Mar 29 2023 19:51:22 GMT-0700 (Pacific Daylight Time)","310596","","","","offer","","","1360","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Ro B</div></div><div class='cr'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$24<br>for<br>yourself","$35<br>for<br>3","1","24","35","3","OTHER"
