"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen","numBlurs"
"pavlovia","0","3","0.0-0.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","","","","","","","","","","","","","","","","",""
"instructions","1","1435","0.0-1.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","[{""page_index"":0,""viewing_time"":1432}]","1432","","","","","","","","","","","","","","","",""
"survey-text","2","72071","0.0-2.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","70633","{""Q0"":""Wiktor G"",""Q1"":""Andrea G"",""Q2"":""Ali K"",""Q3"":""Francisco D"",""Q4"":""Tampa H""}","","","","","","","","","","","","","","",""
"","","","","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","","","fullscreenenter","3","73592","fullscreenenter","","","","","","","","","","",""
"fullscreen","3","74529","0.0-3.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","","","","","","","true","","","","","","","","","",""
"instructions","4","84236","0.0-5.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","[{""page_index"":0,""viewing_time"":5826},{""page_index"":1,""viewing_time"":2149},{""page_index"":2,""viewing_time"":1729}]","9704","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","84738","0.0-6.0-1.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","6","88431","0.0-6.0-2.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","3690","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Andrea G</div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2","OTHER",""
"html-keyboard-response","7","88684","0.0-6.0-3.0","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Andrea G</font></div></div><div class='cr'><div class='vertical-center'>$15<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$15<br>for<br>yourself","$35<br>for<br>2","1","15","35","2","",""
"html-keyboard-response","8","89186","0.0-6.0-1.1","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","9","91432","0.0-6.0-2.1","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","2244","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Ali K</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$27<br>for<br>yourself","$50<br>for<br>3","0","27","50","3","OTHER",""
"html-keyboard-response","10","91686","0.0-6.0-3.1","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$27<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$50<br>for<br>Ali K</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$27<br>for<br>yourself","$50<br>for<br>3","0","27","50","3","",""
"html-keyboard-response","11","92188","0.0-6.0-1.2","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","12","93319","0.0-6.0-2.2","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","1129","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Andrea G</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2","OTHER",""
"html-keyboard-response","13","93571","0.0-6.0-3.2","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$33<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Andrea G</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$33<br>for<br>yourself","$80<br>for<br>2","0","33","80","2","",""
"html-keyboard-response","14","94073","0.0-6.0-1.3","631bc422eec20143118ad66b","bdp_sd","Mon Mar 27 2023 12:53:54 GMT-0400 (Eastern Daylight Time)","147951","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
