"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","2","0.0-0.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","","","","","","","","","","","","","","","","",""
"instructions","1","1694","0.0-1.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","[{""page_index"":0,""viewing_time"":1690}]","1690","","","","","","","","","","","","","","","",""
"","","","","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","","blur","2","23719","blurevent","1","","","","","","","","","","",""
"","","","","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","","blur","2","23868","blurevent","","","","","","","","","","","",""
"","","","","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","","focus","2","25292","focusevent","","","","","","","","","","","",""
"survey-text","2","27277","0.0-2.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","25582","","","","","","{""Q0"":""DH"",""Q1"":""DC"",""Q2"":""DCW"",""Q3"":""EG"",""Q4"":""KH""}","","","","","","","","","",""
"","","","","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","","fullscreenenter","3","28573","fullscreenenter","","","","","","","","","","","",""
"fullscreen","3","29498","0.0-3.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","","","","","","","","true","","","","","","","","",""
"instructions","4","35848","0.0-5.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","[{""page_index"":0,""viewing_time"":2238},{""page_index"":1,""viewing_time"":2854},{""page_index"":2,""viewing_time"":1257}]","6349","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","43337","0.0-6.0-0.0-0.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","7487","","","","blurwarn","1","","","","49","","","","","","",""
"html-keyboard-response","6","44090","0.0-6.0-1.0","641bb28bd1adb042a01a9d5f","bdp_sd","Sun Apr 09 2023 21:06:33 GMT-0400 (EDT)","96563","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
