"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","pavlovia","0","10","0.0-0.0","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","instructions","1","1839","0.0-1.0","[{""page_index"":0,""viewing_time"":1826}]","1827","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","survey-text","2","26739","0.0-2.0","","24896","{""Q0"":""tiffany"",""Q1"":""wade"",""Q2"":""weston"",""Q3"":""joseph"",""Q4"":""mallory""}","","","","","","","","","",""
"fullscreenexit","3","29377","fullscreenexit","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","","","","","","","","","","","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","fullscreen","3","30145","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","image-keyboard-response","4","31318","0.0-4.0-0.0","","1169","","","","32","","","","","","",""
"","","","","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","instructions","5","52755","0.0-5.0","[{""page_index"":0,""viewing_time"":5061},{""page_index"":1,""viewing_time"":14956},{""page_index"":2,""viewing_time"":1169}]","21186","","","","","","","","","","",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","6","53258","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","7","55094","0.0-6.0-2.0","","1831","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>weston</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","8","55348","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>weston</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","9","55849","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","10","57762","0.0-6.0-2.1","","1910","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$75<br>for<br>mallory</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5","OTHER"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","11","58014","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$75<br>for<br>mallory</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","0","67","75","5",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","12","58516","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","13","60316","0.0-6.0-2.2","","1797","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>joseph</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4","OTHER"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","14","60572","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$19<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>joseph</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$19<br>for<br>yourself","$25<br>for<br>4","0","19","25","4",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","15","61074","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","16","63122","0.0-6.0-2.3","","2046","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$35<br>for<br>weston</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3","OTHER"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","17","63376","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$24<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>weston</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$24<br>for<br>yourself","$35<br>for<br>3","0","24","35","3",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","18","63877","0.0-6.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","19","66711","0.0-6.0-2.4","","2833","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>mallory</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","OTHER"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","20","66963","0.0-6.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>mallory</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","21","67466","0.0-6.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","22","68941","0.0-6.0-2.5","","1474","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>mallory</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","OTHER"
"","","","offerFB","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","23","69194","0.0-6.0-3.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>mallory</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"","","","FIX","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","24","69696","0.0-6.0-1.6","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63e55887d67a5c7e32a678fa","bdp_sd","Sun Mar 26 2023 17:15:27 GMT-0500 (Central Daylight Time)","113732","html-keyboard-response","25","71187","0.0-6.0-2.6","","1489","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>joseph</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4","OTHER"
