"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","6","0.0-0.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","","","","","","","","","","","","","","",""
"","","","","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","blur","1","915","blurevent","1","","","","","","","","","","","","",""
"","","","","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","focus","1","3568","focusevent","","","","","","","","","","","","","",""
"instructions","1","5639","0.0-1.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","","","[{""page_index"":0,""viewing_time"":5633}]","5633","","","","","","","","","","",""
"survey-text","2","45241","0.0-2.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","","","","39600","{""Q0"":""Mark A"",""Q1"":""Jen S"",""Q2"":""Cayden S"",""Q3"":""Kristin R"",""Q4"":""Jacklyn R""}","","","","","","","","","",""
"","","","","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","fullscreenenter","3","69834","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","70827","0.0-3.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","","","","","","true","","","","","","","","",""
"instructions","4","103864","0.0-5.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","","","[{""page_index"":0,""viewing_time"":6107},{""page_index"":1,""viewing_time"":5168},{""page_index"":2,""viewing_time"":21760}]","33035","","","","","","","","","","",""
"image-keyboard-response","5","109710","0.0-6.0-0.0-0.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","blurwarn","1","","5844","","","","49","","","","","","",""
"html-keyboard-response","6","110476","0.0-6.0-1.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","114942","0.0-6.0-2.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offer","","","4463","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Cayden S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3","OTHER"
"html-keyboard-response","8","115201","0.0-6.0-3.0","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Cayden S</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$25<br>for<br>yourself","$60<br>for<br>3","0","25","60","3",""
"html-keyboard-response","9","115708","0.0-6.0-1.1","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","117228","0.0-6.0-2.1","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offer","","","1518","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Cayden S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3","OTHER"
"html-keyboard-response","11","117484","0.0-6.0-3.1","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$14<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Cayden S</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$14<br>for<br>yourself","$25<br>for<br>3","0","14","25","3",""
"html-keyboard-response","12","117996","0.0-6.0-1.2","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","13","119703","0.0-6.0-2.2","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offer","","","1705","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Mark A</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1","OTHER"
"html-keyboard-response","14","119964","0.0-6.0-3.2","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Mark A</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","0","31","85","1",""
"html-keyboard-response","15","120476","0.0-6.0-1.3","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","16","121921","0.0-6.0-2.3","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offer","","","1444","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Jacklyn R</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","SELF"
"html-keyboard-response","17","122177","0.0-6.0-3.3","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Jacklyn R</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5",""
"html-keyboard-response","18","122683","0.0-6.0-1.4","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","19","124252","0.0-6.0-2.4","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offer","","","1568","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Kristin R</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4","SELF"
"html-keyboard-response","20","124508","0.0-6.0-3.4","5f934f7fdc89a111b5712011","bdp_sd","Sun Mar 26 2023 14:28:44 GMT-0400 (Eastern Daylight Time)","173517","","","","offerFB","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$34<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$50<br>for<br>Kristin R</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$50<br>for<br>4","0","34","50","4",""
