"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","responses","event","trial","time","trialtype","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen","numBlurs"
"pavlovia","0","6","0.0-0.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","","","","","","","","","","","","","","","","",""
"instructions","1","4211","0.0-1.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","[{""page_index"":0,""viewing_time"":4205}]","4205","","","","","","","","","","","","","","","",""
"survey-text","2","158645","0.0-2.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","154432","{""Q0"":""Silvio"",""Q1"":""Amber"",""Q2"":""Alvaro"",""Q3"":""Matt"",""Q4"":""Victoria""}","","","","","","","","","","","","","","",""
"","","","","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","","","fullscreenenter","3","160087","fullscreenenter","","","","","","","","","","",""
"fullscreen","3","161047","0.0-3.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","","","","","","","true","","","","","","","","","",""
"instructions","4","192843","0.0-5.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","[{""page_index"":0,""viewing_time"":8251},{""page_index"":1,""viewing_time"":17375},{""page_index"":2,""viewing_time"":6168}]","31794","","","","","","","","","","","","","","","",""
"html-keyboard-response","5","193348","0.0-6.0-1.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","6","195813","0.0-6.0-2.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","2456","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Matt</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","SELF",""
"html-keyboard-response","7","196074","0.0-6.0-3.0","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Matt</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$25<br>for<br>yourself","$30<br>for<br>4","0","25","30","4","",""
"html-keyboard-response","8","196581","0.0-6.0-1.1","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","9","198578","0.0-6.0-2.1","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","1990","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Victoria</div></div><div class='cr'><div class='vertical-center'>$67<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","SELF",""
"html-keyboard-response","10","198835","0.0-6.0-3.1","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","null","","","","","offerFB","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$75<br>for<br>Victoria</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$67<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$67<br>for<br>yourself","$75<br>for<br>5","1","67","75","5","",""
"html-keyboard-response","11","199341","0.0-6.0-1.2","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","null","","","","","FIX","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","","",""
"html-keyboard-response","12","201611","0.0-6.0-2.2","63ed9dbc1c7838ffcbb42142","bdp_sd","Sun Mar 26 2023 13:49:54 GMT-0700 (Pacific Daylight Time)","254707","","2264","","","","","offer","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$69<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$85<br>for<br>Matt</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$69<br>for<br>yourself","$85<br>for<br>4","0","69","85","4","SELF",""
