"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","","","","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","pavlovia","0","1","0.0-0.0","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","instructions","1","5799","0.0-1.0","[{""page_index"":0,""viewing_time"":5797}]","5797","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","survey-text","2","72364","0.0-2.0","","66562","{""Q0"":""Nida r"",""Q1"":""Vana r"",""Q2"":""Tani r"",""Q3"":""Lika b"",""Q4"":""dori b""}","","","","","","","","","",""
"fullscreenexit","3","77852","fullscreenexit","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","","","","","","","","","","","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","fullscreen","3","78657","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","image-keyboard-response","4","81644","0.0-4.0-0.0","","2984","","","","32","","","","","","",""
"","","","","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","instructions","5","148004","0.0-5.0","[{""page_index"":0,""viewing_time"":51816},{""page_index"":1,""viewing_time"":9226},{""page_index"":2,""viewing_time"":5067}]","66109","","","","","","","","","","",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","6","148508","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","7","153029","0.0-6.0-2.0","","4516","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>dori b</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","OTHER"
"","","","offerFB","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","8","153286","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>dori b</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","9","153789","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","10","157560","0.0-6.0-2.1","","3769","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Lika b</div></div><div class='cr'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4","SELF"
"","","","offerFB","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","11","157825","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Lika b</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$49<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","1","49","60","4",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","12","158335","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","13","160408","0.0-6.0-2.2","","2072","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$55<br>for<br>dori b</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$55<br>for<br>5","0","54","55","5","OTHER"
"","","","offerFB","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","14","160664","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>dori b</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$55<br>for<br>5","0","54","55","5",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","15","161167","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","16","166571","0.0-6.0-2.3","","5403","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Nida r</div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1","OTHER"
"","","","offerFB","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","17","166825","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$85<br>for<br>Nida r</font></div></div><div class='cr'><div class='vertical-center'>$31<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$31<br>for<br>yourself","$85<br>for<br>1","1","31","85","1",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","18","167338","0.0-6.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","19","169055","0.0-6.0-2.4","","1715","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$55<br>for<br>Nida r</div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1","OTHER"
"","","","offerFB","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","20","169308","0.0-6.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$55<br>for<br>Nida r</font></div></div><div class='cr'><div class='vertical-center'>$20<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$20<br>for<br>yourself","$55<br>for<br>1","1","20","55","1",""
"","","","FIX","63f969ceb2a0b028aa612b33","bdp_sd","Sat Mar 25 2023 20:25:04 GMT-0400 (Eastern Daylight Time)","229483","html-keyboard-response","21","169811","0.0-6.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
