"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","2","0.0-0.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","","","","","","","","","","","","","","",""
"","","","","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","blur","1","4232","blurevent","1","","","","","","","","","","","","",""
"","","","","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","focus","1","6108","focusevent","","","","","","","","","","","","","",""
"instructions","1","8660","0.0-1.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","","","[{""page_index"":0,""viewing_time"":8657}]","8658","","","","","","","","","","",""
"survey-text","2","124310","0.0-2.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","","","","115649","{""Q0"":""Lena S"",""Q1"":""Crystal B"",""Q2"":""Yu S"",""Q3"":""Gloria K"",""Q4"":""Matthew H""}","","","","","","","","","",""
"","","","","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","fullscreenenter","3","125746","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","126728","0.0-3.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","","","","","","true","","","","","","","","",""
"instructions","4","148681","0.0-5.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","","","[{""page_index"":0,""viewing_time"":5772},{""page_index"":1,""viewing_time"":9639},{""page_index"":2,""viewing_time"":6542}]","21953","","","","","","","","","","",""
"image-keyboard-response","5","154425","0.0-6.0-0.0-0.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","blurwarn","1","","5742","","","","49","","","","","","",""
"html-keyboard-response","6","155178","0.0-6.0-1.0","5d412a9013864b0015b14b31","bdp_sd","Mon Mar 27 2023 15:53:51 GMT-0500 (Central Daylight Time)","230381","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
