"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","","","","","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","instructions","1","8590","0.0-1.0","[{""page_index"":0,""viewing_time"":8587}]","8587","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","survey-text","2","102642","0.0-2.0","","94050","{""Q0"":""Chris S"",""Q1"":""Nate N"",""Q2"":""Rylee O"",""Q3"":""Chess S"",""Q4"":""Humza S""}","","","","","","","","","",""
"fullscreenexit","3","104467","fullscreenexit","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","","","","","","","","","","","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","fullscreen","3","105268","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","image-keyboard-response","4","106594","0.0-4.0-0.0","","1325","","","","32","","","","","","",""
"","","","","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","instructions","5","120289","0.0-5.0","[{""page_index"":0,""viewing_time"":5544},{""page_index"":1,""viewing_time"":4808},{""page_index"":2,""viewing_time"":3083}]","13435","","","","","","","","","","",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","6","120803","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","7","123547","0.0-6.0-2.0","","2743","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$30<br>for<br>Nate N</div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2","OTHER"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","8","123805","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$30<br>for<br>Nate N</font></div></div><div class='cr'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$11<br>for<br>yourself","$30<br>for<br>2","1","11","30","2",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","9","124315","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","10","126024","0.0-6.0-2.1","","1708","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$60<br>for<br>Chess S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4","OTHER"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","11","126289","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$49<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$60<br>for<br>Chess S</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$49<br>for<br>yourself","$60<br>for<br>4","0","49","60","4",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","12","126798","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","13","128425","0.0-6.0-2.2","","1627","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Humza S</div></div><div class='cr'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5","SELF"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","14","128690","0.0-6.0-3.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$60<br>for<br>Humza S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$60<br>for<br>5","1","54","60","5",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","15","129201","0.0-6.0-1.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","16","131426","0.0-6.0-2.3","","2224","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$25<br>for<br>Humza S</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5","OTHER"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","17","131691","0.0-6.0-3.3","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$25<br>for<br>Humza S</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","0","22","25","5",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","18","132200","0.0-6.0-1.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","19","133700","0.0-6.0-2.4","","1499","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Rylee O</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","OTHER"
"","","","offerFB","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","20","133958","0.0-6.0-3.4","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>Rylee O</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"","","","FIX","5bb94dea3ea7ed00017cb109","bdp_sd","Sat Mar 25 2023 19:44:44 GMT-0400 (Eastern Daylight Time)","189079","html-keyboard-response","21","134467","0.0-6.0-1.5","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
