"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","pavlovia","0","3","0.0-0.0","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","instructions","1","821","0.0-1.0","[{""page_index"":0,""viewing_time"":817}]","817","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","survey-text","2","225264","0.0-2.0","","224440","{""Q0"":""Viv K"",""Q1"":""Maddie W"",""Q2"":""Kimberly L"",""Q3"":""Chloe F"",""Q4"":""Angie N""}","","","","","","","","","",""
"fullscreenexit","3","227059","fullscreenexit","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","","","","","","","","","","","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","fullscreen","3","227852","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","image-keyboard-response","4","228898","0.0-4.0-0.0","","1042","","","","32","","","","","","",""
"","","","","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","instructions","5","247463","0.0-5.0","[{""page_index"":0,""viewing_time"":6631},{""page_index"":1,""viewing_time"":6529},{""page_index"":2,""viewing_time"":5153}]","18313","","","","","","","","","","",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","html-keyboard-response","6","247968","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","html-keyboard-response","7","251195","0.0-6.0-2.0","","3225","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$35<br>for<br>Angie N</div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5","OTHER"
"","","","offerFB","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","html-keyboard-response","8","251451","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$35<br>for<br>Angie N</font></div></div><div class='cr'><div class='vertical-center'>$34<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$34<br>for<br>yourself","$35<br>for<br>5","1","34","35","5",""
"","","","FIX","5fc70f3bd255c10f0b2346ba","bdp_sd","Mon Mar 27 2023 19:06:06 GMT-0700 (Pacific Daylight Time)","336378","html-keyboard-response","9","251957","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
