"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","view_history","rt","event","trial","time","trialtype","numBlurs","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","1","0.0-0.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","","","","","","","","","","","","","","","","",""
"instructions","1","30046","0.0-1.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","[{""page_index"":0,""viewing_time"":30044}]","30044","","","","","","","","","","","","","","","",""
"","","","","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","","blur","2","80366","blurevent","1","","","","","","","","","","",""
"","","","","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","","focus","2","87885","focusevent","","","","","","","","","","","",""
"survey-text","2","122886","0.0-2.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","92839","","","","","","{""Q0"":""Harley L"",""Q1"":""Kyle A"",""Q2"":""Harvey L"",""Q3"":""Joseph M"",""Q4"":""Jon R""}","","","","","","","","","",""
"","","","","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","","fullscreenenter","3","124030","fullscreenenter","","","","","","","","","","","",""
"fullscreen","3","125026","0.0-3.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","","","","","","","","true","","","","","","","","",""
"instructions","4","146556","0.0-5.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","[{""page_index"":0,""viewing_time"":3588},{""page_index"":1,""viewing_time"":11262},{""page_index"":2,""viewing_time"":6680}]","21530","","","","","","","","","","","","","","","",""
"image-keyboard-response","5","156302","0.0-6.0-0.0-0.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","9744","","","","blurwarn","1","","","","49","","","","","","",""
"html-keyboard-response","6","157053","0.0-6.0-1.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","7","160680","0.0-6.0-2.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","3626","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Jon R</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5","SELF"
"html-keyboard-response","8","160931","0.0-6.0-3.0","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","null","","","","offerFB","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$85<br>for<br>Jon R</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$80<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$80<br>for<br>yourself","$85<br>for<br>5","1","80","85","5",""
"html-keyboard-response","9","161433","0.0-6.0-1.1","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","null","","","","FIX","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"html-keyboard-response","10","163153","0.0-6.0-2.1","63e5c56c4ddeee504b9fa17f","bdp_sd","Sun Apr 02 2023 05:21:35 GMT-0700 (Pacific Daylight Time)","233181","","1720","","","","offer","","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$11<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$30<br>for<br>Kyle A</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$11<br>for<br>yourself","$30<br>for<br>2","0","11","30","2","OTHER"
