"event","trial","time","trialtype","subject_id","task","startTime","totalTime","trial_type","trial_index","time_elapsed","internal_node_id","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"focus","0","0","focusevent","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","","","","","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","pavlovia","0","8","0.0-0.0","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","instructions","1","2773","0.0-1.0","[{""page_index"":0,""viewing_time"":2763}]","2764","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","survey-text","2","82821","0.0-2.0","","80043","{""Q0"":""Nick C"",""Q1"":""Daryl S"",""Q2"":""Jenn P"",""Q3"":""Patrick W"",""Q4"":""Kate S""}","","","","","","","","","",""
"fullscreenexit","3","85373","fullscreenexit","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","","","","","","","","","","","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","fullscreen","3","86372","0.0-3.0","","","","true","","","","","","","","",""
"","","","fullscreenfail","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","image-keyboard-response","4","87789","0.0-4.0-0.0","","1411","","","","32","","","","","","",""
"","","","","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","instructions","5","130965","0.0-5.0","[{""page_index"":0,""viewing_time"":29150},{""page_index"":1,""viewing_time"":7814},{""page_index"":2,""viewing_time"":5959}]","42924","","","","","","","","","","",""
"","","","FIX","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","6","131470","0.0-6.0-1.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","7","135041","0.0-6.0-2.0","","3567","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Kate S</div></div><div class='cr'><div class='vertical-center'>$22<br>for<br>yourself</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","I","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5","SELF"
"","","","offerFB","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","8","135298","0.0-6.0-3.0","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$25<br>for<br>Kate S</div></div><div class='cr'><div class='vertical-center'><font style='color:orange'>$22<br>for<br>yourself</font></div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'><font style='color:orange'>(I)</font></div></div></div>","null","$22<br>for<br>yourself","$25<br>for<br>5","1","22","25","5",""
"","","","FIX","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","9","135821","0.0-6.0-1.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
"","","","offer","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","10","140122","0.0-6.0-2.1","","4299","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'>$54<br>for<br>yourself</div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Jenn P</div></div><div class='respDivL'><div class='vertical-center'>(E)</div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","E","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3","SELF"
"","","","offerFB","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","11","140384","0.0-6.0-3.1","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div><div class='cl'><div class='vertical-center'><font style='color:orange'>$54<br>for<br>yourself</font></div></div><div class='cr'><div class='vertical-center'>$80<br>for<br>Jenn P</div></div><div class='respDivL'><div class='vertical-center'><font style='color:orange'>(E)</font></div></div><div class='respDivR'><div class='vertical-center'>(I)</div></div></div>","null","$54<br>for<br>yourself","$80<br>for<br>3","0","54","80","3",""
"","","","FIX","631b428359f449b8159625f8","bdp_sd","Mon Mar 27 2023 10:33:25 GMT-0400 (Eastern Daylight Time)","253226","html-keyboard-response","12","140899","0.0-6.0-1.2","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
