"trial_type","trial_index","time_elapsed","internal_node_id","subject_id","task","startTime","totalTime","event","trial","time","trialtype","numBlurs","view_history","rt","responses","success","stimulus","key_press","selfOffer","otherOffer","otherLeft","selfAmt","otherAmt","otherDist","chosen"
"pavlovia","0","2","0.0-0.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","","","","","","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","blur","1","1928","blurevent","1","","","","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","focus","1","106333","focusevent","","","","","","","","","","","","","",""
"instructions","1","107490","0.0-1.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","","","[{""page_index"":0,""viewing_time"":107487}]","107487","","","","","","","","","","",""
"survey-text","2","176940","0.0-2.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","","","","69448","{""Q0"":""Hadley S."",""Q1"":""Ashley L. "",""Q2"":""Renee F."",""Q3"":""Lila P."",""Q4"":""Olivia P.""}","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","blur","3","178415","blurevent","2","","","","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","focus","3","181739","focusevent","","","","","","","","","","","","","",""
"","","","","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","fullscreenenter","3","183216","fullscreenenter","","","","","","","","","","","","","",""
"fullscreen","3","184208","0.0-3.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","","","","","","true","","","","","","","","",""
"instructions","4","263944","0.0-5.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","","","[{""page_index"":0,""viewing_time"":5391},{""page_index"":1,""viewing_time"":10165},{""page_index"":2,""viewing_time"":64178}]","79735","","","","","","","","","","",""
"image-keyboard-response","5","280438","0.0-6.0-0.0-0.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","blurwarn","2","","16491","","","","49","","","","","","",""
"html-keyboard-response","6","281206","0.0-6.0-1.0","5d3bcf190e510a001b3df200","bdp_sd","Sun Mar 26 2023 15:29:47 GMT-0500 (Central Daylight Time)","325197","","","","FIX","","","null","","","<div class='trialBorder'><div class='vertical-center'><img style='vertical-align:center; align:center' src=img/fixation3.jpg></div></div>","null","","","","","","",""
